Gene	logFC	padj.value
MEIOB	-0.00789	0.844516
MEIOC	-0.0000043	1
MEIS1	-0.0122	1
MEIS2	0.00724	0.347896
MEIS3	0.000423	0.58657
MELK	0.00604	1
MELTF	-1.33E-14	1
MEN1	-0.0338	0.998595
MEOX1	-0.108	0.56317
MEOX2	0.00787	0.873928
MEP1A	-0.000011	1
MEP1B	-0.00306	0.832319
MEPCE	0.0811	0.595525
MEPE	-0.00695	0.776986
MERTK	0.117	0.205396
MESDC1	-0.0173	1
MESDC2	-0.16	0.28288
MESP1	0.0502	0.547235
MESP2	0.000422	1
MEST	-0.155	0.652936
MET	-1.33E-14	1
METAP1	-0.273	0.113444
METAP2	-0.311	0.101004
METRN	0.0179	0.953953
METRNL	0.3	0.072802
METTL1	-0.0987	0.709709
METTL10	-0.306	0.078656
METTL12	0.0344	0.706513
METTL13	-0.0385	0.861544
METTL14	-0.209	0.406343
METTL15	-0.289	0.159829
METTL16	-0.0319	0.76316
METTL17	-0.225	0.242907
METTL18	-0.827	0.002042
METTL21A	-0.294	0.162101
METTL21B	-0.0329	0.896533
METTL21C	-0.00717	0.857708
METTL21EP	-0.000751	0.809606
METTL22	0.0487	0.950624
METTL23	-0.18	0.205274
METTL25	-0.154	0.212145
METTL3	-0.269	0.20798
METTL4	-0.361	0.037856
METTL5	-0.227	0.367845
METTL6	-0.007	0.876981
METTL7A	-0.198	0.233045
METTL7B	0.375	0.084044
METTL8	-0.134	0.367845
METTL9	0.238	0.107825
MEX3A	-0.0127	0.729973
MEX3B	-0.0115	0.852514
MEX3C	-0.152	0.089454
MEX3D	-1.33E-14	1
MFAP1	0.047	0.816153
MFAP2	-0.00521	0.933692
MFAP3	-0.000369	1
MFAP3L	-0.0253	0.90017
MFAP4	-1.33E-14	1
MFAP5	-1.33E-14	1
MFF	0.0532	0.779069
MFGE8	-0.0329	0.824683
MFHAS1	0.0335	0.965185
MFI2-AS1	-0.00635	0.714414
MFN1	-0.441	0.051905
MFN2	0.156	0.568166
MFNG	-0.166	0.334828
MFSD1	-0.196	0.088293
MFSD10	0.0977	0.368469
MFSD11	0.032	0.810719
MFSD12	-0.0668	0.750509
MFSD13A	0.412	0.314947
MFSD14A	-0.136	0.407122
MFSD14B	-0.124	0.607597
MFSD2A	0.0199	0.516938
MFSD3	0.0615	0.480657
MFSD4A	-0.0000088	1
MFSD4B	0.00119	0.601639
MFSD5	0.0605	0.713137
MFSD6	-0.185	0.065573
MFSD6L	0.000689	1
MFSD7	-0.00587	1
MFSD8	-0.226	0.082478
MFSD9	-0.044	0.774371
MGA	-0.0528	0.644665
MGAM	0.232	0.451992
MGAM2	0.00184	0.494907
MGARP	0.00134	0.362042
MGAT1	0.138	0.151984
MGAT2	-0.139	0.283275
MGAT3	0.00171	1
MGAT4A	-0.242	0.168349
MGAT4B	0.0479	0.814718
MGAT4EP	-1.33E-14	1
MGAT5	0.00254	0.794714
MGAT5B	-0.00024	0.864938
MGEA5	-0.22	0.121294
MGLL	0.404	0.126168
MGME1	-0.3	0.049719
MGMT	0.0597	0.826234
MGP	0.0102	0.930048
MGRN1	0.155	0.589772
MGST1	-0.0727	0.950053
MGST2	-0.00164	1
MGST3	-0.00908	1
MIA	0.0428	0.835284
MIA2	-1.33E-14	1
MIA3	-0.0276	0.920912
MIAT	0.134	0.509301
MIB1	-0.362	0.074125
MIB2	-0.0852	0.479136
MICA	-0.0142	1
MICAL1	0.174	0.317183
MICAL2	0.0688	0.849583
MICAL3	-0.0031	0.841303
MICALCL	0.145	0.805004
MICALL1	0.0459	0.85174
MICALL2	-0.0344	0.876981
MICB	-0.0299	0.979066
MICU1	0.156	0.358127
MICU2	-0.258	0.122455
MICU3	-0.043	0.2903
MID1	0.00414	0.959568
MID1IP1	-0.0322	0.98267
MID2	-0.00507	0.724076
MIDN	0.313	0.046824
MIEF1	-0.0566	0.884404
MIEF2	0.00137	1
MIEN1	0.0659	0.638086
MIER1	-0.165	0.297305
MIER2	0.0227	0.794919
MIER3	-0.046	0.737586
MIF	0.000557	1
MIF4GD	0.006	1
MIIP	0.0597	0.852514
MILR1	0.212	0.633541
MINA	-0.157	0.099965
MINCR	-0.0452	0.526014
MINK1	0.163	0.192954
MINOS1	-0.0545	0.699486
MINPP1	-0.333	0.27386
MIOS	-0.227	0.222709
MIOX	-0.00423	0.831521
MIP	0.0373	0.692701
MIPEP	-0.0181	0.484242
MIPEPP3	-0.00669	0.981301
MIPOL1	-1.33E-14	1
MIR1-1HG	0.0173	0.912037
MIR100HG	-1.33E-14	1
MIR124-2HG	0.0189	0.288248
MIR137HG	-0.0000332	1
MIR155HG	-0.165	0.354782
MIR17HG	-0.176	0.296976
MIR205	0.00324	1
MIR2052HG	-0.00878	0.934547
MIR205HG	0.0227	0.931058
MIR210HG	-0.000804	0.751279
MIR22HG	0.117	0.732401
MIR29C	-0.47	0.149915
MIR31HG	-0.00158	0.863548
MIR3681HG	0.00574	0.832617
MIR3945HG	0.571	0.077592
MIR4458HG	-0.00449	0.771527
MIR4500HG	-1.33E-14	1
MIR4697HG	0.0217	0.173958
MIR497HG	-0.0267	0.832158
MIR503HG	0.0223	0.562396
MIR600HG	-0.00915	0.686571
MIR670HG	0.113	0.10861
MIR7-3HG	-0.000408	0.841303
MIR9-3HG	0.0171	0.28288
MIR924HG	-0.0204	0.733931
MIR99AHG	-0.00204	0.842651
MIRLET7BHG	0.0235	0.889249
MIS12	-0.3	0.076797
MIS18A	-0.246	0.101356
MIS18BP1	-0.199	0.070616
MISP	-0.00479	1
MITD1	-0.281	0.233483
MITF	0.0137	0.628301
MIXL1	0.0124	0.907174
MKI67	-0.00957	0.986795
MKKS	-0.185	0.345637
MKL1	0.0355	0.601442
MKL2	-0.00727	0.709769
MKLN1	-0.0236	0.774256
MKNK1	0.333	0.135034
MKNK1-AS1	0.00194	0.69374
MKNK2	0.148	0.173675
MKRN1	-0.152	0.383011
MKRN2	-0.141	0.124732
MKS1	0.00295	0.644665
MKX	0.0019	0.328205
MLANA	-1.33E-14	1
MLC1	0.0708	0.686052
MLEC	0.0445	0.889153
MLF1	-0.0000346	1
MLF2	0.187	0.171085
MLH1	-0.127	0.527147
MLH3	-0.0887	0.832319
MLIP	0.00113	0.509741
MLK7-AS1	0.0269	0.492933
MLKL	0.157	0.399406
MLLT1	0.326	0.002666
MLLT10	-0.0871	0.173958
MLLT11	-0.107	0.499698
MLLT3	-0.194	0.28293
MLLT4	0.000188	0.835452
MLLT4-AS1	-0.00136	0.671777
MLLT6	0.0346	0.971833
MLN	0.0103	1
MLNR	-1.33E-14	1
MLPH	0.00777	0.988731
MLST8	0.00442	1
MLX	0.0229	0.954347
MLXIP	0.177	0.102481
MLXIPL	0.0125	0.988866
MLYCD	-0.0946	0.620107
MMAA	-0.0121	0.981907
MMAB	0.0062	0.227939
MMACHC	-0.00323	0.982122
MMADHC	-0.0204	0.944077
MMD	-0.00479	1
MMD2	0.00979	0.976464
MME	-0.0844	0.831653
MMEL1	0.0198	0.95927
MMGT1	0.0611	0.694504
MMP1	0.163	0.355666
MMP10	0.00465	0.570181
MMP11	-0.000272	1
MMP12	-1.33E-14	1
MMP13	-0.00731	0.837653
MMP14	-0.0105	0.856604
MMP15	0.0438	0.33938
MMP16	-1.33E-14	1
MMP17	0.0275	0.78913
MMP19	0.00871	0.581974
MMP2	0.00501	0.61132
MMP20	-1.33E-14	1
MMP21	0.00428	1
MMP24	-0.0051	0.815399
MMP25	0.169	0.588133
MMP25-AS1	0.00352	0.751752
MMP26	0.00124	0.683384
MMP27	-0.00000547	1
MMP28	-0.00745	0.830387
MMP3	-1.33E-14	1
MMP7	-1.33E-14	1
MMP8	-0.192	0.864448
MMP9	0.245	0.41389
MMRN1	0.169	0.7812
MMRN2	-1.33E-14	1
MMS19	-0.0637	0.789078
MN1	-1.33E-14	1
MNAT1	-0.0115	0.833712
MND1	-0.0315	0.920097
MNDA	-0.0506	0.448033
MNS1	-0.00584	0.741534
MNT	0.103	0.519674
MNX1	-0.00284	0.939022
MNX1-AS1	-0.00343	0.67687
MOAP1	-0.157	0.295229
MOB1A	-0.0346	0.906003
MOB1B	-0.383	0.156457
MOB2	0.052	0.83771
MOB3A	0.114	0.545723
MOB3B	-0.0309	0.834889
MOB3C	0.205	0.218242
MOB4	-0.259	0.192954
MOBP	0.000568	0.589351
MOCOS	-0.00517	0.450291
MOCS1	-0.000907	0.736297
MOCS2	-0.346	0.073807
MOCS3	-0.0117	1
MOG	-1.33E-14	1
MOGAT1	0.00533	0.807333
MOGAT2	-0.0175	0.980122
MOGAT3	0.0266	0.318679
MOGS	0.0202	0.602468
MOK	0.011	0.994893
MON1A	0.0949	0.588921
MON1B	0.217	0.170462
MON2	-0.178	0.069454
MORC1	0.00232	0.937289
MORC2	-0.115	0.735187
MORC2-AS1	0.0361	0.801248
MORC3	-0.254	0.112573
MORC4	-0.0814	0.26686
MORF4L1	-0.079	0.4069
MORF4L2	-0.162	0.324016
MORN1	-0.0128	0.692767
MORN2	0.00327	0.993739
MORN3	-0.0259	0.538067
MORN4	0.0376	0.10889
MORN5	0.00504	0.929029
MOS	-0.000921	0.830988
MOSPD1	-0.13	0.831886
MOSPD2	0.0132	1
MOSPD3	0.188	0.332475
MOV10	0.0517	0.915786
MOV10L1	0.0122	0.628287
MOXD1	-1.33E-14	1
MPC1	-0.19	0.261282
MPC2	-0.138	0.390576
MPDU1	0.0185	1
MPDZ	-1.33E-14	1
MPEG1	-0.0787	0.894503
MPG	-0.102	0.53493
MPHOSPH10	-0.298	0.278546
MPHOSPH6	-0.133	0.692767
MPHOSPH8	0.00399	1
MPHOSPH9	-0.0191	0.582777
MPI	-0.0626	0.844243
MPL	0.0179	0.432508
MPLKIP	-0.199	0.10946
MPND	-0.0231	1
MPO	0.071	0.979066
MPP1	0.0526	0.883763
MPP2	-0.00337	0.736297
MPP3	0.00803	0.859587
MPP4	-0.00271	0.831117
MPP5	-0.0536	0.454926
MPP6	-0.00887	0.714314
MPP7	-0.233	0.378722
MPPE1	-0.144	0.267346
MPPED1	-0.0128	0.833787
MPPED2	0.000062	0.987872
MPRIP	-0.173	0.206245
MPST	0.0923	0.579172
MPV17	0.0068	1
MPV17L	-0.0295	0.568166
MPV17L2	0.039	0.391104
MPZ	0.0373	0.487346
MPZL1	-0.0892	0.844359
MPZL2	-0.0655	0.788354
MR1	0.198	0.064821
MRAP	-1.33E-14	1
MRAP2	0.00139	0.538276
MRAS	0.0864	0.072059
MRC2	0.00123	1
MRE11A	-0.1	0.166586
MREG	-0.0166	0.779723
MRFAP1	-0.163	0.027013
MRFAP1L1	-0.451	0.003869
MRGBP	-0.131	0.157977
MRGPRF	-0.00732	0.780542
MRGPRG-AS1	-0.00925	0.51468
MRGPRX1	0.00985	0.545445
MRGPRX2	-1.33E-14	1
MRGPRX3	-1.33E-14	1
MRGPRX4	-0.0131	0.84222
MRI1	-0.0404	0.833712
MRLN	-1.33E-14	1
MRM1	0.045	0.351682
MRO	-0.000211	0.874852
MROH1	0.003	1
MROH2A	-0.00505	0.704648
MROH2B	-1.33E-14	1
MROH6	0.29	0.002042
MROH7	0.0507	0.529463
MROH8	-0.000459	0.838234
MROH9	-0.00154	0.611792
MRPL1	-0.443	0.066772
MRPL10	-0.126	0.362238
MRPL11	-0.0455	0.940763
MRPL12	-0.0775	0.832479
MRPL13	-0.364	0.293014
MRPL14	-0.121	0.64571
MRPL15	-0.234	0.498262
MRPL16	-0.163	0.50723
MRPL17	-0.12	0.532986
MRPL18	-0.106	0.633348
MRPL19	-0.208	0.301125
MRPL2	0.0488	0.815399
MRPL20	-0.148	0.504026
MRPL21	-0.143	0.626688
MRPL22	-0.362	0.3627
MRPL23	-0.0988	0.784998
MRPL24	-0.0975	0.715643
MRPL27	-0.0969	0.828348
MRPL28	0.169	0.204684
MRPL3	-0.492	0.076797
MRPL30	-0.25	0.260613
MRPL32	-0.323	0.182733
MRPL33	-0.068	0.73603
MRPL34	-0.267	0.228727
MRPL35	-0.144	0.104686
MRPL36	-0.0581	0.839585
MRPL37	-0.0723	0.820563
MRPL38	-0.154	0.582777
MRPL39	-0.198	0.057349
MRPL4	-0.023	0.976541
MRPL40	-0.162	0.614103
MRPL41	-0.00939	1
MRPL42	-0.345	0.058009
MRPL43	-0.177	0.411933
MRPL44	-0.187	0.22487
MRPL45	-0.224	0.318812
MRPL46	-0.192	0.478733
MRPL47	-0.31	0.263822
MRPL48	-0.225	0.380884
MRPL49	-0.0519	0.701539
MRPL50	-0.437	0.096099
MRPL51	-0.102	0.620283
MRPL52	-0.0249	0.999602
MRPL53	-0.0784	0.824201
MRPL54	-0.13	0.709207
MRPL55	-0.0239	0.898466
MRPL57	-0.153	0.56317
MRPL9	-0.18	0.486928
MRPS10	-0.127	0.366991
MRPS11	0.00319	1
MRPS12	0.00709	1
MRPS14	-0.103	0.586328
MRPS15	-0.0834	0.764085
MRPS16	-0.0552	0.814722
MRPS17	-0.188	0.582494
MRPS18A	0.0125	1
MRPS18B	-0.203	0.251463
MRPS18C	-0.0131	0.411652
MRPS2	-0.0797	0.829472
MRPS21	-0.296	0.27035
MRPS22	-0.214	0.267846
MRPS23	-0.342	0.351147
MRPS24	-0.157	0.655599
MRPS25	-0.108	0.140368
MRPS26	-0.117	0.568678
MRPS27	-0.25	0.255711
MRPS28	-0.364	0.279659
MRPS30	-0.282	0.282132
MRPS31	-0.272	0.147861
MRPS33	-0.388	0.155669
MRPS34	-0.000463	1
MRPS35	-0.293	0.240324
MRPS36	-0.111	0.376145
MRPS5	-0.0575	0.624864
MRPS6	-0.114	0.585775
MRPS7	-0.15	0.538699
MRPS9	-0.19	0.454434
MRRF	-0.0979	0.629539
MRS2	-0.367	0.136766
MRTO4	0.00452	0.83438
MRVI1	0.596	0.084607
MRVI1-AS1	0.166	0.13195
MS4A1	-0.793	0.01737
MS4A12	-0.0000569	1
MS4A14	0.0744	0.846358
MS4A15	0.00197	0.322266
MS4A2	-0.00347	0.831521
MS4A3	-0.451	0.576835
MS4A4A	0.62	0.062117
MS4A5	-0.0126	0.804005
MS4A6A	0.0398	0.95927
MS4A6E	0.0055	0.502108
MS4A7	-0.0104	1
MS4A8	-1.33E-14	1
MSANTD1	0.0197	0.184626
MSANTD2	-0.36	0.297305
MSANTD3	-0.000416	1
MSANTD4	-0.101	0.387355
MSC	0.0158	0.852514
MSC-AS1	0.0277	0.487346
MSH2	-0.59	0.071998
MSH3	-0.0182	0.896696
MSH4	0.000296	0.712537
MSH5	-0.0273	0.909514
MSH6	-0.00424	1
MSI1	-0.0175	0.723506
MSI2	-0.000652	1
MSL1	-0.0727	0.700309
MSL2	0.0193	1
MSL3	0.157	0.503724
MSLN	0.118	0.084759
MSMB	-0.00278	0.831886
MSMO1	-0.134	0.513811
MSN	0.098	0.536777
MSR1	0.0219	0.623887
MSRA	0.34	0.103338
MSRB1	0.0602	0.576398
MSRB2	0.0625	0.869512
MSRB3	0.0439	0.768279
MSS51	0.0432	0.674656
MST1	0.0978	0.477159
MST1L	0.00279	0.803165
MST1R	-0.00536	0.688051
MSTN	0.00108	0.954481
MSX1	0.00505	0.325824
MSX2	0.000878	0.525561
MT1F	0.0149	1
MT1G	0.00947	0.863144
MT1M	-0.0111	0.646594
MT1X	-0.0775	0.83467
MT2A	-0.0494	0.962702
MT3	-0.101	0.438283
MT4	-0.104	0.764718
MTA1	-0.11	0.639782
MTA2	0.0659	0.362238
MTA3	0.0198	0.965881
MTAP	-0.00576	0.818951
MTBP	0.0000406	1
MTCH1	-0.042	0.687046
MTCH2	-0.127	0.683543
MTCL1	0.0154	0.291832
MTCP1	-0.00406	0.565579
MTDH	-0.0297	0.978467
MTERF1	-0.387	0.075971
MTERF2	-0.279	0.03947
MTERF3	-0.484	0.134609
MTERF4	-0.119	0.340593
MTF1	0.243	0.123757
MTF2	-0.302	0.050377
MTFMT	-0.149	0.556961
MTFP1	-0.0576	0.906334
MTFR1	-0.00119	1
MTFR1L	-0.0357	0.867947
MTFR2	-0.0549	0.717781
MTG1	-0.0183	0.996975
MTG2	0.103	0.458795
MTHFD1	0.0735	0.891429
MTHFD1L	0.0334	0.648093
MTHFD2	-0.085	0.894494
MTHFD2L	0.0059	0.914272
MTHFR	0.0311	0.480276
MTHFS	0.141	0.433304
MTHFSD	0.0343	0.618735
MTIF2	-0.251	0.119188
MTIF3	-0.116	0.517815
MTL5	0.0567	0.818951
MTM1	-0.174	0.282448
MTMR1	0.219	0.267185
MTMR10	-0.0977	0.696673
MTMR11	-0.00934	1
MTMR12	-0.0344	0.334753
MTMR14	0.121	0.131206
MTMR2	-0.0769	0.391104
MTMR3	0.157	0.506368
MTMR4	0.0284	0.958689
MTMR6	-0.23	0.151984
MTMR7	0.00313	0.629539
MTMR8	-0.00233	0.971349
MTMR9	-0.0731	0.748471
MTMR9LP	0.0434	0.405119
MTNR1A	-1.33E-14	1
MTNR1B	-1.33E-14	1
MTO1	-0.272	0.245892
MTOR	-0.00196	1
MTPAP	-0.304	0.095154
MTR	-0.33	0.119088
MTRF1	-0.136	0.10861
MTRR	0.0892	0.833787
MTSS1	-0.00934	0.769032
MTSS1L	-0.00252	0.851788
MTTP	-0.000204	0.912464
MTURN	0.113	0.390576
MTUS1	-0.00531	0.776527
MTUS2	0.00216	0.500674
MTX2	-0.218	0.251123
MTX3	-0.076	0.292982
MUC1	-0.0107	0.719149
MUC12	-0.000126	0.906639
MUC13	0.00761	0.796788
MUC15	-0.00257	0.781867
MUC16	0.00721	0.216865
MUC17	-0.0139	0.64984
MUC2	0.049	0.538927
MUC20	0.00208	0.471833
MUC3A	0.00738	1
MUC4	-1.33E-14	1
MUC5B	0.0236	0.670305
MUC6	-0.00218	1
MUC7	-0.000187	0.884251
MUCL1	0.000144	1
MUL1	0.179	0.051033
MUM1	-0.0636	0.532986
MUM1L1	-0.000249	0.863144
MUS81	0.0332	0.866597
MUSK	-1.33E-14	1
MUSTN1	0.2	0.53761
MUT	-0.0923	0.576443
MUTYH	-0.0783	0.563754
MVB12A	0.0135	1
MVB12B	-0.00062	0.816472
MVD	0.0455	0.562396
MVK	-0.00845	0.963034
MVP	0.219	0.073807
MX1	0.0227	1
MX2	0.061	0.863023
MXD1	0.0775	0.692267
MXD3	0.239	0.076797
MXD4	-0.0375	0.88507
MXI1	-0.0688	0.84222
MXRA5	-0.0165	0.832319
MXRA7	0.0461	0.976464
MXRA8	0.0823	0.398008
MYADM	0.22	0.40816
MYADML2	0.00176	0.928691
MYB	-0.485	0.10006
MYBBP1A	-0.00693	0.965185
MYBL1	-0.126	0.800737
MYBL2	0.0496	0.834823
MYBPC1	0.00228	0.898466
MYBPC2	0.00976	0.450291
MYBPC3	0.0663	0.461314
MYBPH	0.00189	1
MYC	-0.245	0.301573
MYCBP	-0.138	0.329975
MYCBP2	-0.0121	1
MYCBPAP	0.00215	1
MYCL	-0.00411	0.787093
MYCN	0.00564	0.499084
MYCNOS	-0.00302	0.675011
MYCT1	-0.000721	1
MYD88	0.0724	0.291484
MYDGF	-0.0296	0.978489
MYEF2	-0.00426	1
MYEOV	-0.00704	1
MYEOV2	-0.0136	1
MYF5	0.00589	0.786707
MYF6	0.00921	1
MYH1	0.0117	0.806891
MYH10	0.000271	0.860151
MYH11	-0.00315	0.582991
MYH13	-0.0128	0.942193
MYH14	-1.33E-14	1
MYH15	0.00321	0.678484
MYH16	0.00345	0.965843
MYH2	0.0000644	1
MYH3	0.0104	0.918252
MYH4	-0.0078	0.726772
MYH6	0.0102	0.670267
MYH7	0.00955	0.863144
MYH7B	-0.00709	0.975162
MYH8	-0.0019	0.716477
MYH9	0.199	0.485729
MYL1	-0.0218	0.832319
MYL10	0.0558	0.315334
MYL12A	-0.0193	0.841854
MYL12B	-0.0391	0.54718
MYL2	-0.000391	0.84225
MYL3	-0.021	0.544854
MYL4	-0.0624	0.933386
MYL5	-0.0804	0.688245
MYL6	-0.00777	1
MYL6B	0.0559	0.915369
MYL7	0.0169	0.491081
MYL9	0.576	0.199069
MYLIP	0.0713	0.792868
MYLK	0.546	0.064821
MYLK-AS1	0.0178	0.876981
MYLK2	0.0277	0.793586
MYLK3	-0.000737	0.955545
MYLK4	0.00303	0.86665
MYLPF	-0.000775	1
MYNN	-0.137	0.495162
MYO10	0.0246	0.185186
MYO15A	-0.0174	0.630005
MYO15B	0.0321	0.908618
MYO16	-1.33E-14	1
MYO18B	-0.012	0.814903
MYO19	0.0296	0.467551
MYO1A	0.0674	0.211076
MYO1B	-0.000342	1
MYO1C	-0.00177	0.98379
MYO1D	0.00986	0.992173
MYO1E	0.0184	0.831766
MYO1F	0.0955	0.494199
MYO1G	0.112	0.606688
MYO1H	0.00000959	1
MYO3A	-0.00045	0.773729
MYO3B	0.00078	0.516416
MYO5A	-0.0519	0.803135
MYO5B	0.000587	0.497237
MYO5C	-0.0121	0.742731
MYO6	-0.00015	0.889249
MYO7A	-0.00341	0.890652
MYO7B	0.202	0.532275
MYO9A	0.0807	0.558346
MYO9B	0.0993	0.668452
MYOC	0.0105	0.798302
MYOCD	0.0000336	1
MYOD1	0.0541	0.419479
MYOF	0.165	0.816472
MYOG	-0.00161	1
MYOM1	0.0162	0.884404
MYOM2	-0.118	0.791103
MYOM3	0.0325	0.697294
MYOT	0.0000332	1
MYOZ1	-0.0115	0.806891
MYOZ2	-1.33E-14	1
MYOZ3	-1.33E-14	1
MYPN	0.0154	0.723506
MYPOP	0.127	0.489246
MYRF	0.0197	0.26152
MYRFL	0.023	0.884404
MYRIP	0.00569	0.441333
MYT1	0.000373	0.764966
MYT1L	-0.00000636	1
MZB1	0.125	0.835387
MZF1	0.0143	0.926738
MZF1-AS1	0.00185	0.690406
MZT1	-0.289	0.193631
MZT2A	-0.251	0.26165
MZT2B	-0.209	0.259231
N4BP1	0.262	0.037856
N4BP2	-0.112	0.827674
N4BP2L1	-0.229	0.061397
N4BP2L2	-0.375	0.037856
N4BP2L2-IT2	0.013	0.958689
N4BP3	-0.0353	0.391104
N6AMT1	-0.00329	1
NAA10	0.0156	0.991218
NAA11	0.0005	0.5857
NAA15	-0.157	0.291832
NAA16	-0.239	0.035343
NAA20	-0.272	0.311447
NAA25	-0.303	0.124681
NAA30	-0.456	0.056002
NAA35	-0.104	0.748804
NAA38	-0.0187	1
NAA40	0.0173	0.77463
NAA50	-0.307	0.045857
NAA60	0.0958	0.40136
NAAA	-0.0449	0.965247
NAALAD2	-0.000162	0.891383
NAALADL1	0.0419	0.851644
NAALADL2	0.00297	0.883982
NAB1	-0.109	0.645402
NAB2	-0.0101	0.67573
NABP1	-0.123	0.705335
NABP2	-0.0783	0.831521
NACA	-0.164	0.269541
NACA2	0.00997	0.969175
NACAD	0.0315	0.629539
NACAP1	-0.163	0.149324
NACC1	0.0737	0.476081
NACC2	0.055	0.714414
NADK	0.0199	1
NADK2	-0.0446	0.45228
NADSYN1	0.0335	0.854577
NAE1	-0.367	0.168083
NAF1	-0.225	0.56884
NAGA	0.127	0.816472
NAGK	-0.0229	1
NAGLU	0.0304	0.948768
NAGPA	-0.0115	1
NAGS	0.0181	0.91326
NAIF1	0.0492	0.641486
NALCN	-0.00905	0.742731
NAMPT	-0.0726	0.818951
NANOS1	-0.000717	0.833571
NANOS2	0.00117	0.897147
NANOS3	0.145	0.145517
NANP	-0.102	0.50723
NANS	0.349	0.00471
NAP1L1	-0.293	0.082478
NAP1L2	-0.0951	0.48299
NAP1L3	-0.212	0.109536
NAP1L4	-0.103	0.504444
NAP1L5	-0.0681	0.635492
NAPA	-0.034	0.980122
NAPA-AS1	0.0098	0.739311
NAPB	-0.12	0.489166
NAPEPLD	-0.0932	0.276672
NAPG	-0.207	0.212929
NAPRT	0.29	0.102481
NAPSA	-0.00219	1
NAPSB	-0.269	0.692701
NARF	0.342	0.003147
NARFL	0.00345	1
NARS	-0.236	0.29423
NARS2	-0.306	0.201317
NASP	-0.00608	1
NAT1	-0.339	0.119088
NAT10	0.00532	1
NAT14	0.0137	0.957696
NAT16	-0.00132	1
NAT2	0.0000219	1
NAT6	0.0259	0.84222
NAT8	-0.00341	0.93161
NAT8B	-0.129	0.683543
NAT8L	0.00164	1
NAT9	-0.126	0.46093
NATD1	0.197	0.147741
NAV1	-1.33E-14	1
NAV2	-0.00182	0.717478
NAV2-AS4	0.00106	0.218701
NAV3	-1.33E-14	1
NAXD	-0.0505	0.965185
NAXE	-0.0388	0.967266
NBAS	0.0116	0.932124
NBEA	-0.0000737	1
NBEAL1	0.0283	0.84684
NBEAL2	0.18	0.188119
NBL1	-0.0166	0.824586
NBN	-0.0818	0.76012
NBPF3	0.00718	0.868986
NBR1	-0.0332	0.890233
NBR2	0.00466	1
NCALD	0.021	0.990864
NCAM1	0.00429	0.394173
NCAN	-1.33E-14	1
NCAPD2	0.0717	0.726258
NCAPD3	-0.102	0.483463
NCAPG	-0.0834	0.670985
NCAPG2	0.00845	1
NCAPH	-0.000861	0.946736
NCAPH2	0.00873	0.417053
NCBP1	-0.114	0.064925
NCBP2	-0.365	0.125439
NCBP2-AS2	-0.178	0.199216
NCBP3	-0.0908	0.643046
NCCRP1	0.0164	0.985316
NCDN	-0.00025	0.877347
NCEH1	-0.1	0.827674
NCF2	0.0122	0.981372
NCF4	0.177	0.119188
NCK1	-0.22	0.123757
NCK2	-0.0551	0.782527
NCKAP1	-0.0559	0.861544
NCKAP1L	0.393	0.247378
NCKAP5	0.0000735	0.968605
NCKAP5L	0.137	0.289918
NCKIPSD	0.111	0.404874
NCL	-0.218	0.368469
NCLN	0.16	0.214756
NCOA1	0.265	0.056911
NCOA2	-0.00319	1
NCOA3	-0.0241	0.989756
NCOA4	-0.12	0.242831
NCOA5	0.0205	0.988731
NCOA6	0.000131	1
NCOA7	-0.229	0.316313
NCOR1	0.0312	0.876528
NCOR2	0.0273	0.333226
NCR1	0.00405	0.350632
NCR2	0.00909	0.431018
NCR3	0.0769	0.740009
NCS1	0.00186	1
NCSTN	0.197	0.303847
NDC1	-0.198	0.117066
NDC80	-0.288	0.252527
NDE1	0.0475	0.8466
NDEL1	0.151	0.36865
NDFIP1	-0.192	0.147787
NDFIP2	0.0017	0.704525
NDN	-0.0143	0.514174
NDNF	-0.000397	1
NDOR1	0.092	0.371438
NDP	-1.33E-14	1
NDRG1	0.273	0.057349
NDRG2	-0.0287	0.639782
NDRG3	0.00019	1
NDRG4	-1.33E-14	1
NDST1	0.0516	0.78913
NDST2	0.1	0.121951
NDST3	-0.00052	1
NDST4	-1.33E-14	1
NDUFA1	-0.126	0.468994
NDUFA10	0.00625	0.984949
NDUFA11	-0.028	0.968211
NDUFA12	-0.149	0.652424
NDUFA13	-0.0121	1
NDUFA2	-0.0385	0.86414
NDUFA3	-0.0815	0.764718
NDUFA4	-0.24	0.547476
NDUFA4L2	0.0137	0.76238
NDUFA5	-0.739	0.072127
NDUFA6	-0.208	0.377939
NDUFA7	-0.026	0.993423
NDUFA8	-0.0262	1
NDUFA9	0.0312	0.990272
NDUFAB1	-0.172	0.519471
NDUFAF1	0.0405	0.898466
NDUFAF3	-0.00356	1
NDUFAF4	-0.313	0.076898
NDUFAF5	-0.0141	0.874851
NDUFAF6	-0.0647	0.328194
NDUFAF7	0.0491	0.877163
NDUFB1	-0.199	0.252625
NDUFB10	-0.0284	0.943159
NDUFB11	-0.0829	0.807294
NDUFB2	-0.221	0.488182
NDUFB2-AS1	-0.00738	0.924122
NDUFB3	-0.102	0.793785
NDUFB4	-0.111	0.354782
NDUFB5	-0.238	0.175694
NDUFB6	-0.0136	0.999476
NDUFB7	-0.0517	0.931132
NDUFB8	-0.0646	0.849018
NDUFB9	0.0388	0.933747
NDUFC1	-0.00307	1
NDUFC2	0.0302	0.942193
NDUFS1	-0.0141	0.81883
