Gene	deGoede2017.padj	deGoede2017.logFC
NEFH	0.399	0.0342
NEFL	0.757	-0.0468
NEFM	0.489	-0.0341
NEGR1	0.0912	-0.0747
NEIL1	0.441	0.0263
NEIL2	0.99	-0.00238
NEIL3	0.99	0.0082
NEK1	0.99	0.00346
NEK10	0.583	-0.00951
NEK11	0.99	-0.0188
NEK2	0.99	-0.0017
NEK3	0.887	-0.00781
NEK4	0.99	-0.00255
NEK5	0.706	-0.00916
NEK6	0.99	0.00107
NEK7	0.954	-0.00521
NEK8	0.99	-0.00541
NEK9	0.99	-0.00158
NELFA	0.854	-0.00705
NELFB	0.99	0.00291
NELFCD	0.95	-0.00495
NELFE	0.844	0.0244
NELL1	0.394	0.0361
NELL2	0.0956	-0.0621
NEMF	0.336	-0.052
NEMP1	0.99	-0.0134
NEMP2	0.99	-0.0235
NENF	0.982	-0.0418
NEO1	0.639	0.0102
NEPRO	0.784	-0.0399
NES	0.987	-0.0184
NET1	0.799	-0.0631
NETO1	0.157	-0.011
NETO2	0.826	-0.0045
NEU1	0.876	-0.0536
NEU2	0.99	-0.0147
NEU3	0.99	-0.00344
NEU4	0.99	-0.0178
NEURL1	0.0994	-0.0504
NEURL1B	0.325	-0.0149
NEURL2	0.99	-0.00245
NEURL3	0.461	-0.00657
NEURL4	0.00274	-0.0377
NEUROD2	0.0434	0.0351
NEUROD4	0.99	0.0194
NEUROD6	0.249	0.0568
NEUROG1	0.0148	0.0425
NEUROG2	0.0359	0.0341
NEUROG3	0.374	-0.0131
NEXN	0.99	0.0404
NF1	0.99	-0.00133
NF1P2	0.99	0.0191
NF2	0.826	-0.00822
NFAM1	0.145	0.0608
NFASC	0.303	-0.0131
NFAT5	0.86	-0.00412
NFATC1	0.937	-0.0988
NFATC2	0.862	-0.00984
NFATC2IP	0.99	-0.00602
NFATC3	0.341	-0.00818
NFATC4	0.177	-0.0505
NFE2	0.99	-0.06
NFE2L1	0.99	-0.00317
NFE2L2	0.904	-0.0528
NFE2L3	0.112	-0.047
NFIA	0.000269	0.148
NFIB	0.0527	0.0373
NFIC	0.733	-0.0124
NFIL3	0.0209	-0.087
NFIX	2.68E-05	0.176
NFKB1	0.816	-0.00519
NFKB2	0.521	-0.0272
NFKBIA	0.99	0.036
NFKBIB	0.99	-0.0111
NFKBID	0.796	-0.0291
NFKBIE	0.99	-0.0143
NFKBIL1	0.553	-0.00697
NFKBIZ	0.841	-0.0717
NFRKB	0.99	-0.00204
NFS1	0.92	-0.00526
NFU1	0.99	-0.0139
NFX1	0.606	-0.00711
NFXL1	0.97	-0.00601
NFYA	0.539	0.115
NFYB	0.99	-0.0106
NFYC	0.99	-0.00402
NFYC-AS1	0.99	-0.00191
NGB	0.844	0.0214
NGDN	0.847	-0.026
NGEF	0.331	0.0469
NGF	0.61	-0.00665
NGFR	0.715	0.0562
NGLY1	0.514	-0.0102
NHEG1	0.99	-0.0327
NHEJ1	0.826	0.0102
NHLH1	0.338	0.0506
NHLH2	0.00241	0.0546
NHLRC1	0.99	-0.00358
NHLRC2	0.99	0.00468
NHLRC3	0.623	0.0154
NHLRC4	0.893	-0.0403
NHP2	0.99	-0.00219
NHSL1	0.277	-0.0661
NICN1	0.461	-0.0324
NID1	0.976	-0.0106
NID2	0.888	-0.12
NIF3L1	0.99	-0.00582
NIFK	0.83	-0.00604
NIFK-AS1	0.846	0.00419
NIM1K	0.99	-0.00826
NIN	7.36E-05	-0.0934
NINJ1	0.99	-0.00194
NINJ2	0.354	-0.143
NINL	0.99	0.00386
NIP7	0.861	0.0122
NIPA1	0.921	-0.00492
NIPA2	0.878	-0.0072
NIPAL1	0.99	-0.0099
NIPAL2	0.99	-0.00488
NIPAL3	0.975	-0.0134
NIPBL	0.99	0.00912
NIPBL-AS1	0.99	-0.00377
NIPSNAP1	0.99	-0.00372
NIPSNAP3A	0.988	-0.00606
NIPSNAP3B	0.99	0.0197
NISCH	0.785	-0.0118
NIT1	0.99	0.00203
NIT2	0.375	-0.0619
NKAIN1	0.253	-0.0093
NKAIN2	0.51	-0.00659
NKAIN3	0.496	0.0563
NKAIN4	0.99	-0.00561
NKAPL	0.99	0.0188
NKD1	0.674	-0.0516
NKD2	0.0321	0.0965
NKG7	0.99	-0.0123
NKIRAS1	0.705	-0.011
NKIRAS2	0.39	-0.0155
NKPD1	0.0103	-0.0299
NKTR	0.99	-0.0404
NKX1-2	0.786	-0.0135
NKX2-1	0.99	-0.0101
NKX2-2	0.513	0.0243
NKX2-3	0.00088	0.0461
NKX2-4	0.254	0.0295
NKX2-5	0.301	0.0205
NKX2-6	0.471	0.0171
NKX2-8	0.319	0.0201
NKX3-1	0.99	0.00218
NKX3-2	0.505	-0.00916
NKX6-1	0.275	0.0279
NKX6-2	0.316	-0.0128
NKX6-3	0.279	0.0671
NLE1	0.99	-0.00772
NLGN1	0.606	-0.0114
NLGN2	0.000358	0.0486
NLK	0.99	-0.02
NLN	0.98	-0.00564
NLRC3	0.553	0.0288
NLRC4	0.99	0.0098
NLRC5	0.868	-0.00884
NLRP1	0.99	-0.00206
NLRP10	0.99	-0.0355
NLRP11	0.99	0.0126
NLRP12	0.99	-0.0313
NLRP13	0.99	-0.0157
NLRP14	0.99	-0.0618
NLRP2	0.99	-0.0206
NLRP3	0.633	-0.0278
NLRP4	0.99	-0.0256
NLRP5	0.982	-0.0325
NLRP6	0.0839	-0.0339
NLRP7	0.99	-0.0343
NLRP8	0.99	-0.0117
NLRP9	0.99	-0.00549
NLRX1	0.67	-0.00596
NMB	0.00195	0.0929
NMBR	0.845	-0.00804
NMD3	0.99	-0.00304
NME1	0.371	0.0139
NME1-NME2	0.881	-0.00626
NME3	0.99	-0.00264
NME4	0.99	-0.00304
NME5	0.99	-0.0211
NME6	0.871	-0.00519
NME7	0.99	0.00121
NME8	0.99	-0.00822
NME9	0.77	-0.00621
NMI	0.902	-0.0151
NMNAT1	0.99	0.00241
NMNAT2	0.313	0.064
NMNAT3	0.936	-0.00631
NMRAL1	0.99	0.00255
NMRAL1P1	0.99	-0.0539
NMRK1	0.849	0.00559
NMRK2	0.566	-0.0217
NMS	0.99	-0.0335
NMT1	0.99	0.00229
NMT2	0.99	-0.019
NMU	0.104	0.0277
NMUR1	0.363	0.0328
NMUR2	0.857	-0.09
NNMT	0.976	0.0235
NNT	0.99	-0.0203
NNT-AS1	0.99	0.00626
NOA1	0.99	-0.0025
NOB1	0.99	-0.0169
NOBOX	0.99	-0.0141
NOC2L	0.547	-0.00748
NOC2LP2	0.99	0.00602
NOC3L	0.99	0.00211
NOC4L	0.282	-0.075
NOCT	0.69	-0.0215
NOD1	0.68	-0.0764
NOD2	0.605	-0.0787
NODAL	0.112	0.0284
NOG	0.172	0.0342
NOL10	0.0874	-0.112
NOL11	0.99	0.0284
NOL3	0.777	-0.00928
NOL4	0.99	-0.00341
NOL4L	0.345	0.0734
NOL6	0.99	-0.0029
NOL7	0.99	-0.00278
NOL8	0.99	-0.000927
NOL9	0.963	0.0051
NOLC1	0.679	-0.00865
NOM1	0.99	-0.0159
NOMO1	0.99	-0.00267
NOMO2	0.99	-0.000735
NOMO3	0.99	-0.00573
NOP10	0.99	-0.0221
NOP14	0.758	-0.00434
NOP14-AS1	0.401	-0.00523
NOP16	0.99	-0.000917
NOP2	0.99	-0.00133
NOP56	0.44	-0.0492
NOP58	0.207	-0.0166
NOP9	0.99	0.00097
NORAD	0.154	-0.0208
NOS1	0.697	-0.0143
NOS1AP	0.923	0.0262
NOS2	0.745	-0.0489
NOS3	0.95	0.00567
NOSIP	0.99	0.0853
NOSTRIN	0.99	-0.0114
NOTCH1	0.0269	-0.0806
NOTCH2	0.99	-0.0011
NOTCH3	0.979	0.00762
NOTCH4	0.627	0.0143
NOTO	0.0388	0.0345
NOTUM	0.99	-0.0531
NOV	0.99	-0.00424
NOVA1	0.86	-0.00542
NOVA2	0.987	-0.0206
NOX3	0.508	0.0856
NOX4	0.115	0.0509
NOXA1	0.287	-0.0558
NOXO1	0.266	-0.0576
NOXRED1	0.99	0.00403
NPAP1	0.99	-0.0238
NPAS1	0.99	-0.00191
NPAS2	0.323	-0.0246
NPAS3	0.705	-0.0364
NPAS4	0.134	-0.0626
NPAT	0.129	-0.0872
NPB	0.902	-0.0192
NPBWR1	0.826	0.0162
NPBWR2	0.24	-0.0572
NPC1	0.204	-0.0498
NPC1L1	0.99	-0.00591
NPC2	0.99	-0.000638
NPDC1	0.628	-0.0501
NPEPL1	0.99	0.00788
NPEPPS	0.99	-0.00828
NPFF	0.99	-0.0124
NPFFR1	0.826	-0.0349
NPFFR2	0.99	-0.0174
NPHP1	0.0051	0.0399
NPHP3	0.431	-0.00874
NPHP3-ACAD11	0.99	-0.00145
NPHP3-AS1	0.99	0.00288
NPHP4	0.931	-0.00425
NPHS1	0.903	-0.0143
NPHS2	0.821	-0.0389
NPIPA1	0.99	-0.0249
NPIPA5	0.951	-0.0278
NPIPB3	0.99	0.0042
NPIPB5	0.99	-0.0202
NPL	0.99	-0.0131
NPLOC4	0.99	-0.00174
NPM1	0.854	-0.00433
NPM2	0.000887	0.0742
NPM3	0.99	-0.00502
NPNT	0.883	-0.00901
NPPA	0.99	0.0216
NPPA-AS1	0.99	0.0138
NPPB	0.668	-0.00628
NPPC	0.501	-0.00686
NPR1	0.96	-0.00689
NPR2	0.99	-0.0143
NPR3	0.854	-0.00476
NPRL2	0.99	-0.00688
NPRL3	0.579	-0.011
NPS	0.99	-0.0155
NPSR1	0.99	-0.0533
NPSR1-AS1	0.99	-0.0487
NPTN	0.982	0.0524
NPTX1	0.467	-0.0088
NPTX2	0.255	-0.0652
NPTXR	0.99	-0.00234
NPVF	0.99	-0.0196
NPW	0.99	-0.00843
NPY	0.375	-0.104
NPY1R	0.785	-0.0424
NPY2R	0.752	-0.0101
NPY5R	0.99	-0.000952
NQO1	0.259	-0.01
NQO2	0.00613	-0.0688
NR0B2	0.99	-0.00978
NR1D1	0.0294	-0.0176
NR1D2	0.99	-0.0349
NR1H2	0.292	-0.067
NR1H3	0.361	-0.0327
NR1H4	0.99	-0.0193
NR1I2	0.761	-0.00528
NR2C1	0.761	-0.00457
NR2C2	0.99	-0.00347
NR2C2AP	0.99	-0.00566
NR2E1	0.289	0.0277
NR2E3	0.863	-0.048
NR2F1	0.23	-0.0203
NR2F1-AS1	0.232	-0.0345
NR2F2	0.203	0.0287
NR2F2-AS1	0.166	0.0478
NR2F6	0.99	0.0015
NR3C1	0.209	-0.0283
NR3C2	0.435	0.00896
NR4A1	0.112	0.0303
NR4A2	0.64	-0.00685
NR4A3	0.65	0.0497
NR5A1	7.94E-05	0.096
NR5A2	0.0251	0.0538
NR6A1	0.99	-0.00696
NRADDP	0.99	-0.0266
NRAP	0.99	-0.0255
NRARP	0.99	0.0284
NRAS	0.843	-0.00769
NRBF2	0.903	-0.00388
NRBP1	0.903	-0.0313
NRBP2	0.882	-0.00817
NRCAM	0.99	-0.017
NRDC	0.194	-0.0212
NRDE2	0.207	-0.0578
NREP	0.99	-0.00552
NREP-AS1	0.99	0.077
NRF1	0.99	-0.0101
NRG1	0.452	-0.102
NRG2	0.0752	-0.129
NRG3	0.316	-0.0464
NRG4	0.99	-0.0305
NRGN	0.625	-0.00953
NRIP1	0.971	-0.00435
NRIP2	0.99	-0.0105
NRIP3	0.99	-0.00886
NRL	0.875	0.0598
NRM	0.742	0.0114
NRN1	0.465	0.0438
NRN1L	0.99	-0.00558
NRP1	0.789	0.0731
NRP2	0.0146	0.0624
NRROS	0.975	-0.0417
NRSN1	0.774	-0.00471
NRSN2	0.99	-0.00393
NRTN	0.573	-0.0822
NRXN1	0.487	-0.0086
NRXN2	0.02	0.0936
NRXN3	0.101	-0.0655
NSA2	0.99	-0.00279
NSD1	0.706	-0.00902
NSF	0.99	0.00531
NSFL1C	0.636	-0.0034
NSG1	0.7	0.0144
NSL1	0.774	-0.102
NSMAF	0.959	-0.00583
NSMCE1	0.00129	-0.133
NSMCE2	0.778	0.074
NSMCE4A	0.99	-0.000965
NSMF	0.99	-0.035
NSRP1	0.12	-0.0274
NSUN2	0.99	-0.00423
NSUN3	0.99	0.00299
NSUN4	0.99	0.0355
NSUN5P1	0.99	-0.00505
NSUN5P2	0.362	-0.0636
NSUN6	0.99	-0.0174
NSUN7	0.701	0.0284
NT5C	0.99	-0.00159
NT5C1A	0.825	-0.0449
NT5C1B-RDH14	0.96	-0.0525
NT5C2	0.545	0.0372
NT5C3A	0.99	-0.0144
NT5C3B	0.99	0.00223
NT5DC1	0.99	-0.007
NT5DC2	0.793	-0.00622
NT5DC3	0.99	-0.0369
NT5E	0.887	-0.0103
NT5M	0.99	0.00441
NTF3	0.207	0.0243
NTF4	0.00505	-0.0846
NTHL1	0.963	-0.00531
NTM	0.829	-0.055
NTMT1	0.99	-0.0113
NTN1	0.487	-0.00666
NTN3	0.61	-0.0446
NTN4	0.977	0.0165
NTNG1	0.00257	0.0681
NTNG2	0.0558	0.0265
NTPCR	0.865	-0.0461
NTRK1	0.0445	-0.0616
NTRK2	0.863	-0.0314
NTRK3	0.258	-0.0102
NTRK3-AS1	0.706	-0.0411
NTS	0.135	0.0247
NTSR1	0.99	-0.00262
NTSR2	0.99	-0.0269
NUAK1	0.446	-0.025
NUAK2	0.673	0.0584
NUB1	0.99	0.00182
NUBP1	0.741	0.0072
NUBP2	0.99	-0.000966
NUBPL	0.0727	-0.0539
NUCB1	0.404	-0.0459
NUCB2	0.698	-0.139
NUCKS1	0.846	0.0206
NUDC	0.453	-0.0386
NUDCD1	0.99	0.00251
NUDCD2	0.99	-0.00313
NUDCD3	0.97	-0.00471
NUDT1	0.989	0.0673
NUDT12	0.295	0.0235
NUDT13	0.99	-0.0211
NUDT14	0.101	-0.102
NUDT15	0.99	-0.0188
NUDT16	0.99	-0.00796
NUDT16L1	0.99	-0.00386
NUDT18	0.99	-0.0135
NUDT19	0.709	-0.00641
NUDT2	0.99	-0.0027
NUDT21	0.962	0.0756
NUDT22	0.372	-0.0383
NUDT4	0.641	-0.0055
NUDT5	0.0161	0.0716
NUDT6	0.99	0.00192
NUDT7	0.00122	-0.0282
NUDT8	0.99	0.00398
NUDT9	0.99	0.00166
NUDT9P1	0.99	-0.0277
NUF2	0.99	-0.023
NUFIP1	0.419	-0.00879
NUFIP2	0.985	-0.00811
NUGGC	0.99	-0.0184
NUMA1	0.661	-0.00855
NUMB	0.78	-0.0157
NUMBL	0.0103	0.0465
NUP107	0.99	-0.00103
NUP133	0.967	-0.0151
NUP153	0.865	-0.00727
NUP155	0.537	0.0102
NUP160	0.99	-0.0391
NUP188	0.99	0.0335
NUP205	0.395	-0.00844
NUP210	0.99	-0.038
NUP210L	0.954	-0.0503
NUP210P1	0.191	-0.0515
NUP214	0.99	-0.000933
NUP35	0.927	-0.0576
NUP37	0.99	-0.000312
NUP43	0.843	-0.0488
NUP50	0.99	-0.00105
NUP50-AS1	0.99	-0.00349
NUP54	0.146	-0.00845
NUP58	0.99	-0.0124
NUP85	0.99	-0.00409
NUP88	0.99	-0.00128
NUP93	0.99	-0.00633
NUP98	0.99	-0.00235
NUPL2	0.99	-0.0105
NUPR1	0.99	-0.00657
NUPR2	0.302	-0.0921
NUS1	0.731	-0.047
NUSAP1	0.735	-0.0074
NUTF2	0.99	0.00255
NUTM1	0.99	-0.00238
NUTM2A-AS1	0.925	0.0281
NUTM2D	0.99	-0.00987
NUTM2F	0.99	-0.0171
NUTM2G	0.711	0.0434
NVL	0.881	-0.00887
NWD1	0.99	0.00461
NWD2	0.85	-0.00704
NXF1	0.302	-0.0121
NXN	0.701	-0.00966
NXNL1	0.99	-0.00158
NXNL2	0.761	0.0186
NXPE1	0.99	-0.00884
NXPE2	0.715	-0.0525
NXPE3	0.788	-0.00525
NXPE4	0.99	-0.0388
NXPH1	0.00262	-0.0724
NXPH2	0.99	0.0122
NXPH3	0.0766	0.0531
NXPH4	0.587	-0.00566
NXT1	0.99	0.00179
NYAP1	0.555	-0.039
NYAP2	0.99	-0.0459
NYNRIN	0.99	-0.015
OACYLP	0.99	-0.0132
OAF	0.573	-0.0545
OARD1	0.99	-0.00404
OAS1	0.119	-0.05
OAS2	0.736	-0.0287
OAS3	0.00568	-0.0435
OASL	0.828	-0.00793
OAT	0.569	-0.00448
OAZ1	0.99	-0.000544
OAZ2	0.99	-0.00111
OAZ3	0.99	-0.00224
OBFC1	0.209	-0.0114
OBP2A	0.99	-0.0189
OBP2B	0.145	-0.0589
OBSCN	0.107	0.0799
OBSL1	0.985	0.0112
OC90	0.99	-0.0175
OCA2	0.106	-0.0641
OCEL1	0.709	-0.00541
OCIAD1	0.945	-0.00402
OCIAD2	0.99	-0.00324
OCLN	0.99	-0.0209
OCM	0.99	-0.0119
OCM2	0.99	-0.0238
OCSTAMP	0.0646	-0.0936
ODAM	0.99	-0.008
ODC1	0.958	0.0361
ODF1	0.99	-0.0335
ODF2	0.99	-0.0147
ODF2L	0.772	-0.00577
ODF3	0.99	-0.0124
ODF3B	0.99	0.00702
ODF3L1	0.99	-0.013
ODF3L2	0.99	-0.02
ODF4	0.99	-0.00837
OGDH	0.329	-0.0163
OGDHL	0.231	-0.027
OGFOD1	0.579	0.0252
OGFOD2	0.0528	-0.0484
OGFOD3	0.27	-0.0139
OGFR	0.99	0.00219
OGFR-AS1	0.0012	-0.0534
OGFRL1	0.756	-0.005
OGFRP1	0.99	-0.00433
OGG1	0.987	-0.0076
OIP5	0.99	-0.00377
OIP5-AS1	0.414	-0.0209
OIT3	0.826	-0.0365
OLA1	0.99	-0.00826
OLFM1	0.99	-0.0297
OLFM2	0.532	-0.0318
OLFM3	0.824	-0.00565
OLFM4	0.012	-0.081
OLFML1	0.99	-0.019
OLFML2A	0.99	0.00269
OLFML2B	0.803	0.0471
OLFML3	0.99	-0.0205
OLIG1	0.698	0.00645
OLIG2	0.0271	-0.0596
OLIG3	0.353	0.0236
OLMALINC	0.652	0.0117
OLR1	0.99	-0.00146
OMA1	0.99	0.00484
ONECUT1	0.000212	0.0691
ONECUT2	0.736	0.0274
ONECUT3	0.00427	-0.0379
OOEP	0.253	-0.0413
OOSP2	0.99	0.00769
OPA1	0.000555	-0.113
OPA3	0.217	-0.0957
OPALIN	0.99	0.0118
OPCML	0.347	-0.0155
OPLAH	0.201	-0.026
OPN1SW	0.99	-0.0206
OPN3	0.99	-0.00396
OPN4	0.99	-0.00753
OPN5	0.99	-0.0103
OPRD1	0.881	-0.0275
OPRK1	0.99	-0.0236
OPRL1	0.773	-0.00566
OPRM1	0.788	-0.0115
OPRPN	0.993	0.00378
OPTC	0.99	-0.0264
OPTN	0.952	-0.00566
OR10A2	0.99	-0.0262
OR10A3	0.99	-0.0106
OR10A4	0.99	-0.0166
OR10A5	0.91	0.0444
OR10A6	0.99	-0.022
OR10A7	0.99	-0.014
OR10AD1	0.94	-0.0298
OR10AG1	0.99	-0.0241
OR10C1	0.99	-0.00892
OR10G2	0.99	-0.0134
OR10G3	0.99	-0.0194
OR10G4	0.99	-0.0255
OR10G7	0.432	-0.031
OR10G8	0.944	0.0653
OR10G9	0.99	-0.0159
OR10H1	0.99	-0.0102
OR10H2	0.515	-0.0577
OR10H3	0.99	-0.021
OR10H4	0.99	-0.015
OR10H5	0.99	-0.0264
OR10J1	0.99	-0.0162
OR10J3	0.99	-0.0206
OR10J5	0.99	-0.0177
OR10K1	0.992	-0.00308
OR10K2	0.99	-0.0163
OR10P1	0.99	-0.016
OR10Q1	0.99	0.0057
OR10R2	0.996	0.00152
OR10S1	0.99	-0.0249
OR10T2	0.99	0.0203
OR10V1	0.99	-0.0209
OR10V2P	0.99	-0.0106
OR10W1	0.99	-0.0167
OR10X1	0.99	-0.0121
OR10Z1	0.99	-0.0203
OR11A1	0.99	-0.00936
OR11G2	0.99	0.0172
OR11H1	0.785	-0.0634
OR11H12	0.99	-0.0201
OR11H2	0.41	-0.068
OR11H4	0.99	-0.0348
OR11H6	0.997	-0.00183
OR11L1	0.99	-0.0112
OR12D2	0.99	-0.0154
OR12D3	0.99	0.0146
OR13A1	0.99	-0.00572
OR13C3	0.99	-0.0238
OR13C4	0.99	-0.0219
OR13C8	0.99	0.00739
OR13D1	0.99	-0.00858
OR13F1	0.99	-0.0255
OR13G1	0.657	-0.0939
OR13J1	0.99	-0.0115
OR14A16	0.99	-0.00832
OR14C36	0.99	0.0144
OR14I1	0.845	-0.029
OR14J1	0.754	-0.0541
OR1A1	0.99	0.00826
OR1A2	0.99	-0.00921
OR1B1	0.99	0.0274
OR1C1	0.99	-0.00392
OR1D2	0.99	-0.0164
OR1D4	0.99	0.0048
OR1D5	0.99	-0.0121
OR1E1	0.666	-0.029
OR1E2	0.89	-0.0236
OR1F1	0.4	-0.0293
OR1F2P	0.902	0.00821
OR1G1	0.99	-0.0211
OR1I1	0.99	0.00711
OR1J1	0.99	-0.0313
OR1J2	0.995	-0.00196
OR1K1	0.99	-0.0164
OR1L3	0.99	-0.017
OR1L6	0.99	-0.0111
OR1M1	0.99	-0.0231
OR1N1	0.99	0.00813
OR1Q1	0.99	0.0325
OR1S1	0.99	-0.0147
OR1S2	0.99	-0.00939
OR2A1	0.996	-0.0011
OR2A12	0.99	-0.0291
OR2A14	0.99	-0.056
OR2A2	0.99	-0.0267
OR2A25	0.99	-0.00958
OR2A5	0.99	-0.0366
OR2A7	0.99	-0.0243
OR2AE1	0.99	-0.0136
OR2AG1	0.99	-0.0235
OR2AG2	0.99	-0.0282
OR2AT4	0.99	0.0217
OR2B11	0.99	-0.0763
OR2B2	0.99	-0.0248
OR2B3	0.99	-0.00823
OR2B6	0.99	-0.0485
OR2C1	0.885	-0.036
OR2D2	0.99	-0.0367
OR2D3	0.99	-0.0204
OR2F1	0.99	-0.0234
OR2F2	0.99	-0.0204
OR2G2	0.99	-0.0129
OR2G3	0.99	-0.00685
OR2G6	0.99	-0.0118
OR2H1	0.99	-0.0252
OR2J2	0.99	-0.0109
OR2J3	0.99	-0.0323
OR2K2	0.99	-0.0104
OR2L13	0.99	-0.00632
OR2M1P	0.99	-0.0177
OR2M2	0.99	-0.0112
OR2M3	0.99	-0.0181
OR2M4	0.99	-0.00628
OR2M5	0.99	-0.0143
OR2S2	0.99	-0.016
OR2T1	0.99	0.0216
OR2T10	0.99	0.0184
OR2T11	0.99	-0.0184
OR2T12	0.99	0.00964
OR2T2	0.99	-0.00962
OR2T27	0.99	-0.0256
OR2T29	0.99	-0.0174
OR2T3	0.99	-0.00979
OR2T33	0.99	-0.0212
OR2T34	0.99	0.0167
OR2T4	0.99	-0.00924
OR2T5	0.99	-0.00914
OR2T6	0.99	-0.0197
OR2T8	0.929	0.0148
OR2V1	0.154	-0.0319
OR2V2	0.84	-0.00686
OR2W5	0.99	-0.0179
OR2Y1	0.99	-0.0121
OR2Z1	0.99	-0.0354
OR3A1	0.99	-0.00959
OR3A2	0.902	-0.0688
OR3A3	0.99	-0.0169
OR3A4P	0.99	-0.0155
OR4A15	0.99	0.065
OR4A16	0.41	-0.0735
OR4A47	0.921	-0.0603
OR4A5	0.99	-0.02
OR4B1	0.99	-0.0135
OR4C12	0.956	0.0776
OR4C13	0.99	-0.0231
OR4C15	0.991	-0.00531
OR4C16	0.99	-0.00579
OR4C46	0.99	-0.024
OR4C6	0.99	-0.0153
OR4D1	0.99	-0.0151
OR4D10	0.99	0.0486
OR4D11	0.99	-0.00932
OR4D2	0.99	-0.00858
OR4D5	0.99	-0.0205
OR4D6	0.99	0.0211
OR4D9	0.99	-0.0201
OR4E2	0.00284	0.121
OR4F15	0.99	-0.0296
OR4F16	0.99	-0.0191
OR4F21	0.99	-0.0242
OR4F29	0.0574	-0.0621
OR4F5	0.99	-0.0291
OR4F6	0.99	-0.0296
OR4K1	0.99	-0.0116
OR4K13	0.99	-0.0145
OR4K15	0.99	-0.00993
OR4K17	0.99	-0.0505
OR4K2	0.99	-0.0137
OR4K5	0.99	-0.00939
OR4M1	0.99	-0.0133
OR4N2	0.99	-0.00871
OR4N3P	0.99	-0.0203
OR4N5	0.968	0.0364
OR4Q3	0.99	-0.00706
OR4S1	0.99	-0.0158
OR4X1	0.99	0.0064
OR51A2	0.99	-0.0262
OR51A7	0.99	-0.0305
OR51D1	0.99	-0.0235
OR51E1	0.99	-0.0119
OR51E2	0.31	-0.144
OR51F1	0.99	-0.0299
OR51F2	0.99	-0.0303
OR51G1	0.99	-0.0275
OR51G2	0.99	-0.0118
OR51L1	0.99	-0.0207
OR51S1	0.99	-0.0151
OR51T1	0.99	-0.0184
OR51V1	0.99	0.0105
OR52A1	0.99	-0.00663
OR52A5	0.99	0.00262
OR52B2	0.99	-0.0162
OR52B4	0.99	-0.0168
OR52E2	0.99	-0.0155
OR52I1	0.99	-0.0512
OR52I2	0.795	-0.0536
OR52J3	0.99	-0.0221
OR52K1	0.992	0.00309
OR52K2	0.99	-0.0283
OR52L1	0.99	-0.0129
OR52M1	0.99	-0.0271
OR52R1	0.99	-0.00933
OR52W1	0.99	-0.0121
OR56A1	0.99	-0.00788
OR56A3	0.99	-0.0261
OR56A4	0.99	0.0126
OR56A5	0.99	-0.0106
OR56B4	0.99	-0.0232
OR5A1	0.99	-0.00898
OR5A2	0.99	-0.0543
OR5AC2	0.993	-0.00241
OR5AK2	0.99	-0.00588
OR5AN1	0.99	-0.0114
OR5AS1	0.99	-0.0295
OR5AU1	0.99	-0.00657
OR5B12	0.99	0.0118
OR5B17	0.978	-0.0811
OR5B2	0.99	-0.024
OR5B21	0.667	0.0598
OR5B3	0.99	-0.0295
OR5C1	0.99	-0.0229
OR5D13	0.99	-0.0406
OR5D14	0.99	0.0336
OR5D16	0.99	-0.0125
OR5D18	0.99	-0.0243
OR5E1P	0.99	-0.0096
OR5H1	0.99	-0.0263
OR5H14	0.99	0.00785
OR5H15	0.99	-0.0168
OR5H2	0.99	-0.0179
OR5H6	0.99	-0.0143
OR5I1	0.99	0.0278
OR5K1	0.99	-0.0179
OR5K2	0.99	-0.0185
OR5K3	0.99	0.0129
OR5K4	0.99	-0.0291
OR5L1	0.99	-0.0212
OR5L2	0.99	0.0133
OR5P2	0.99	-0.0165
OR5P3	0.99	-0.00516
OR5T1	0.99	-0.027
OR5T2	0.99	-0.0126
OR5V1	0.99	-0.0263
OR5W2	0.99	-0.0868
OR6A2	0.99	-0.0205
OR6B1	0.99	-0.00827
OR6B2	0.99	-0.0144
OR6B3	0.99	-0.022
OR6C1	0.99	0.0132
OR6C2	0.99	-0.0169
OR6C3	0.99	-0.0106
OR6C4	0.99	-0.037
OR6C6	0.99	-0.011
OR6C65	0.99	-0.00612
OR6C68	0.99	-0.0129
OR6C70	0.99	-0.0148
OR6C74	0.99	-0.0148
OR6C75	0.99	0.0191
OR6C76	0.99	0.0223
OR6F1	0.99	-0.00444
OR6K2	0.99	0.00158
OR6K3	0.99	0.00699
OR6K6	0.99	-0.00656
OR6M1	0.99	-0.0155
OR6N1	0.99	-0.00999
OR6N2	0.99	-0.0132
OR6P1	0.99	-0.0194
OR6S1	0.194	-0.0816
OR6T1	0.99	-0.031
OR6V1	0.99	-0.0286
OR6W1P	0.99	-0.0153
OR6X1	0.99	0.0199
OR6Y1	0.99	-0.0135
OR7A10	0.99	0.0122
OR7A17	0.99	-0.00688
OR7A5	0.99	-0.00765
OR7C1	0.99	0.00843
OR7C2	0.99	-0.00854
OR7D2	0.99	-0.0102
OR7D4	0.99	-0.0295
OR7E156P	0.99	-0.00916
OR7E24	0.99	-0.0264
OR7E37P	0.959	-0.0251
OR7E5P	0.99	0.0209
OR7E91P	0.00743	-0.103
OR7G1	0.99	-0.0136
OR7G2	0.99	-0.0134
OR7G3	0.99	-0.0204
OR8A1	0.99	-0.0268
OR8B12	0.99	-0.0245
