Gene	Chim2012.logFC	Chim2012.padj
OPTC	0.27937894	0.1099592
OPTN	-0.39370251	0.3854933
OR10A3	-0.06577344	0.7498006
OR10A4	-0.02507167	0.9327517
OR10A5	-0.18178553	0.3615353
OR10C1	0.14359107	0.4659047
OR10D1P	-0.11157775	0.6915041
OR10D3	0.02467895	0.9280379
OR10H1	0.13970618	0.3380548
OR10H2	-0.00171837	0.9955533
OR10H3	-0.12886958	0.5646997
OR10J1	-0.0243381	0.9451649
OR11A1	-0.14199395	0.6172122
OR12D2	-0.29059992	0.2783246
OR12D3	-0.29937201	0.1305263
OR13C4	-0.03427105	0.8899826
OR14J1	0.03833532	0.8785755
OR1A1	-0.24833455	0.276401
OR1A2	-0.03558178	0.8918547
OR1C1	-0.10895472	0.6138863
OR1D2	-0.12830601	0.4736548
OR1D5	-0.14132891	0.6002232
OR1E1	-0.1502306	0.3412398
OR1F1	0.05517263	0.7980153
OR1F2P	-0.17445683	0.3612123
OR1G1	-0.13443585	0.4632728
OR1I1	-0.04944129	0.8384388
OR1J2	0.20993806	0.19567
OR1J4	-0.0826807	0.7101133
OR1Q1	-0.08718375	0.6528052
OR2A4	-0.21012716	0.596788
OR2B2	-0.09927917	0.5429547
OR2B3	0.1047915	0.654465
OR2B6	0.12941384	0.6941118
OR2C1	0.10040922	0.6442972
OR2C3	-0.02743549	0.8812919
OR2F1	0.19557743	0.3123861
OR2F2	-0.05036569	0.7979985
OR2H1	-0.34026708	0.0476453
OR2H2	-0.25537043	0.1863897
OR2H4P	-0.01660828	0.9682547
OR2J2	-0.15306077	0.2581266
OR2J3	-0.0530086	0.7543138
OR2K2	-0.26628575	0.2753642
OR2L13	0.0816782	0.6527321
OR2L1P	-0.22229037	0.304754
OR2L2	0.19306059	0.1871753
OR2M4	-0.22901125	0.1894036
OR2S2	0.0205883	0.9499745
OR2W1	-0.14414868	0.4286746
OR3A1	-0.16485796	0.1754046
OR3A2	0.09643569	0.6484068
OR3A3	-0.17053733	0.4612093
OR4C1P	-0.10901828	0.6196639
OR4D1	-0.07203288	0.6283896
OR4D2	-0.10770817	0.7085724
OR51A1P	0.02740264	0.9073238
OR51B2	-0.06179419	0.7970734
OR51B4	-0.02803893	0.8987417
OR51B5	-0.08462472	0.654738
OR51B6	-0.14048104	0.5413125
OR51E1	0.46919216	0.6425314
OR51E2	-0.29459719	0.2145336
OR51I1	-0.14414505	0.6361933
OR51I2	-0.21126867	0.3967107
OR51M1	0.03537936	0.9158324
OR52A1	-0.08822998	0.578596
OR52D1	-0.09612379	0.7417942
OR52K3P	0.05759883	0.8441363
OR5AK4P	-0.2218893	0.334491
OR5E1P	-0.07597904	0.7353123
OR5H1	0.02779355	0.8779277
OR5I1	-0.05141373	0.7773388
OR5J2	-0.11164088	0.6485953
OR5K1	-0.17089391	0.3284168
OR5L2	-0.20417943	0.2055371
OR5P2	-0.05734296	0.7826124
OR5P3	0.05420939	0.8576504
OR5V1	0.04632945	0.8106214
OR6A2	0.03405132	0.8813922
OR6B1	-0.05630555	0.7945448
OR6W1P	0.09436798	0.7647721
OR7A10	-0.05213741	0.7930979
OR7A17	-0.08875413	0.6934636
OR7A5	-0.06837897	0.7570814
OR7C1	0.13836224	0.4403131
OR7C2	-0.05275936	0.7808985
OR7D2	-0.78183355	0.1407453
OR7E104P	0.06464635	0.8814381
OR7E12P	0.06959991	0.7342882
OR7E14P	0.18582125	0.2041586
OR7E156P	-0.06948586	0.8591607
OR7E19P	0.02321796	0.9006571
OR7E24	0.03577161	0.8579526
OR7E2P	-0.00188861	0.9929301
OR7E37P	0.37657242	0.0924557
OR7E47P	-0.0028245	0.9923159
OR8B2	-0.11065898	0.5076846
OR8B8	0.30646887	0.2161438
OR8D1	-0.33062014	0.208394
OR8D2	-0.15604811	0.4464696
OR8G1	-0.02337847	0.9073238
OR8G2	-0.22325745	0.1391698
OR9A1P	-0.06981869	0.6874848
ORAI1	0.30677653	0.1587152
ORAI2	0.89624452	0.006637
ORAI3	0.14799957	0.6237815
ORAOV1	-0.12617316	0.5806404
ORC1	-0.12305207	0.6019939
ORC2	0.26286402	0.5539632
ORC3	0.0676404	0.8204453
ORC4	0.35417547	0.0656905
ORC5	-0.38651881	0.0382867
ORC6	0.58134079	0.0085407
ORF1	-0.34571462	0.033256
ORM1	-0.0038981	0.9883372
ORMDL1	-1.25334455	0.0002925
ORMDL2	-0.03881188	0.9529302
ORMDL3	-1.37345075	0.007605
OS9	0.01444435	0.9583444
OSBP	0.8271566	0.0074056
OSBP2	0.24257088	0.3843259
OSBPL10	0.48418684	0.0498336
OSBPL11	-1.29716129	0.004185
OSBPL1A	-0.44295348	0.2510779
OSBPL2	0.27832775	0.2613814
OSBPL3	0.45105948	0.2118145
OSBPL5	0.3269476	0.2469938
OSBPL6	-0.05936251	0.7850538
OSBPL7	-0.08676286	0.7740364
OSBPL8	-0.2874423	0.098726
OSBPL9	-0.04295807	0.9325866
OSCAR	0.0472774	0.8565921
OSCP1	0.77166319	0.0212107
OSER1	0.11603546	0.6818989
OSER1-AS1	-0.30740986	0.0780843
OSGEP	-0.36039943	0.0553478
OSGEPL1	0.34399047	0.3104768
OSGIN1	0.07709551	0.8434036
OSGIN2	-0.16955452	0.3091318
OSM	0.24566693	0.2288031
OSMR	-1.58390864	0.0086037
OSR1	-0.12861543	0.4985363
OSR2	-0.07780704	0.9368695
OST4	-0.57298566	0.1446842
OSTC	-0.47134132	0.1003844
OSTCP1	-0.02906525	0.8852956
OSTF1	-0.13607149	0.7869619
OSTM1	0.48600731	0.1311604
OSTM1-AS1	-0.09932193	0.6215416
OTC	-0.02467566	0.9379593
OTOF	-0.0417963	0.8490123
OTOGL	0.69787732	0.1437024
OTOP2	0.12866277	0.6794186
OTOR	-0.05250626	0.895266
OTOS	0.00251398	0.9921644
OTP	-0.10737314	0.6561293
OTUB2	-1.37435557	0.0354337
OTUD1	-0.18594541	0.4912987
OTUD3	-0.37473297	0.1572033
OTUD4	-0.19962049	0.260995
OTUD5	0.3878439	0.2277073
OTUD6B	0.29254999	0.2266928
OTUD6B-AS1	-0.47493239	0.111229
OTUD7A	0.1443665	0.4365886
OTUD7B	0.54617767	0.0502293
OTULIN	0.25357904	0.3075896
OTX1	0.09173112	0.6010671
OTX2	-0.14985566	0.3519067
OTX2-AS1	-0.01960006	0.9246083
OVAAL	-0.06999007	0.7368024
OVCH1-AS1	-0.02626715	0.9102602
OVGP1	-0.07910108	0.8277613
OVOL1	0.27551965	0.6155926
OVOL1-AS1	-0.30159049	0.3238383
OVOL2	-0.1004839	0.637641
OVOL3	0.10309834	0.6111514
OXA1L	-0.14361448	0.5831154
OXCT1	-0.13800325	0.7398951
OXCT2	0.15855789	0.5705292
OXER1	0.04464817	0.900838
OXGR1	-0.25928817	0.0808736
OXLD1	0.47250538	0.0254635
OXNAD1	0.03081818	0.9185383
OXR1	-0.85326977	0.0056845
OXSM	-0.08641624	0.7044758
OXSR1	-0.19868231	0.3817363
OXT	0.04978447	0.8810214
OXTR	-0.07002449	0.8654198
P2RX1	-0.00607376	0.9905392
P2RX2	-0.1589911	0.3864136
P2RX3	0.02956228	0.8927381
P2RX4	-0.44400092	0.0452961
P2RX5	-0.55544275	0.0713043
P2RX6	-0.14837594	0.5817481
P2RX7	0.10339022	0.6173471
P2RY1	-0.83105932	0.1218023
P2RY10	-0.07088251	0.722029
P2RY12	-0.17861272	0.5685175
P2RY13	-0.23728842	0.5421942
P2RY14	1.39451828	0.0074743
P2RY2	0.42302008	0.3908366
P2RY4	0.02406345	0.9507243
P2RY6	0.14172736	0.6918568
P2RY8	0.00906177	0.9680917
P3H1	-0.23470851	0.6353868
P3H2	-0.21339969	0.7474668
P3H3	0.15489903	0.6449907
P3H4	0.13098607	0.7609452
P4HA1	-0.48994446	0.0939381
P4HA2	0.17923088	0.5250535
P4HA3	-0.19350453	0.6224037
P4HB	-0.64404546	0.0674678
P4HTM	0.33275662	0.23412
PA2G4	0.32107897	0.0925823
PAAF1	0.45847759	0.0195417
PABPC1	-0.48828582	0.1782502
PABPC1L	0.29049225	0.2645744
PABPC3	-0.3406189	0.3330953
PABPC4L	-0.5687832	0.1921944
PABPC5	-0.11271777	0.5716227
PABPN1	0.49633589	0.0208292
PACRG	-0.15764971	0.3021621
PACRG-AS1	-0.03324509	0.8986106
PACRG-AS2	-0.12055698	0.4318742
PACRG-AS3	-0.17659235	0.2917303
PACRGL	0.31113534	0.2306853
PACS1	0.07590022	0.7470427
PACS2	0.37900896	0.0247475
PACSIN1	0.16229191	0.5418666
PACSIN2	-0.71966715	0.0158088
PACSIN3	0.31852159	0.3779598
PADI1	-0.08454308	0.8119095
PADI2	-0.10540352	0.5289128
PADI3	-0.06108413	0.8142674
PADI4	-0.0524159	0.7274835
PAEP	1.25731492	0.5614296
PAF1	0.50368357	0.0138069
PAFAH1B1	-0.91589414	0.0094747
PAFAH1B2	0.41034894	0.0224699
PAFAH1B3	0.21239166	0.1492519
PAFAH2	1.20977611	0.0002236
PAG1	1.02551927	0.0060141
PAGE1	-0.01976819	0.9396991
PAGE4	-0.51772613	0.2441077
PAGE5	0.01179681	0.962214
PAGR1	-0.16123824	0.4607233
PAICS	-0.37657147	0.3234725
PAIP1	0.36331015	0.2104522
PAIP2	-0.58711605	0.0090866
PAIP2B	-0.18902688	0.1540994
PAK1	0.60560274	0.0293138
PAK1IP1	0.10998998	0.659002
PAK2	-0.26045261	0.2558755
PAK3	1.32278022	0.0019821
PAK4	-0.12726231	0.6833481
PAK5	-0.04878087	0.8382156
PAK6	-0.04925919	0.8917011
PALB2	0.18973293	0.4086762
PALD1	-0.09595518	0.807459
PALLD	-1.54134016	0.0009853
PALM	0.37857494	0.1820701
PALM2	0.79176874	0.0024432
PALM3	0.71108885	0.0274597
PALMD	-0.69703989	0.1219866
PAM	0.57161293	0.0149843
PAM16	0.20915174	0.296194
PAMR1	0.70143309	0.1748859
PAN2	0.18557758	0.6160023
PAN3	0.04972248	0.8646253
PAN3-AS1	0.52216626	0.0227453
PANK1	-0.0455575	0.9035353
PANK2	-0.12791185	0.5657564
PANK3	0.06322512	0.8624836
PANK4	0.06822205	0.8124721
PANX1	-0.28524566	0.186828
PANX2	0.20825596	0.2916736
PANX3	0.02304144	0.9029844
PAOX	-0.17812819	0.3609328
PAPD4	-1.28310329	0.001656
PAPD5	0.48549881	0.0988434
PAPD7	0.0419117	0.8851102
PAPLN	0.24780555	0.2140731
PAPOLA	-0.98608093	0.0006284
PAPOLB	-0.06471019	0.6790055
PAPOLG	-0.50026055	0.0295484
PAPPA	1.02645779	0.0075612
PAPPA2	-2.27527893	0.0103007
PAPSS1	0.02939472	0.9653078
PAPSS2	-1.3458497	0.0003836
PAQR3	0.17815471	0.2886345
PAQR4	0.06546936	0.8123753
PAQR5	-0.08583098	0.7648515
PAQR6	0.23651538	0.445515
PAQR7	0.43176908	0.4245298
PAQR8	-0.11508865	0.7774833
PAQR9	-0.1640811	0.2103876
PARD3	-0.39542932	0.069329
PARD3-AS1	0.04306922	0.8312859
PARD3B	-0.1390595	0.4080522
PARD6A	0.25204249	0.4274791
PARD6B	0.58641643	0.0499738
PARD6G	0.52956171	0.0374307
PARD6G-AS1	-0.07207127	0.790043
PARG	0.25526447	0.2732751
PARK2	-0.14259491	0.4567698
PARK7	0.33069668	0.0834993
PARL	0.15391405	0.3972629
PARM1	-0.43593035	0.1906651
PARN	0.06140413	0.7518486
PARP1	-0.29282579	0.4080627
PARP10	0.27074566	0.1626233
PARP11	0.24892363	0.1748499
PARP12	-0.34577007	0.1415816
PARP14	-0.17137527	0.3601581
PARP15	0.0671525	0.6413818
PARP16	0.06418438	0.8558002
PARP2	-0.15185309	0.4820795
PARP3	0.07814364	0.7717625
PARP4	0.13679494	0.8675203
PARP6	0.34552021	0.169815
PARP8	0.18302436	0.5409866
PARP9	-0.23295736	0.5802738
PARPBP	0.07646728	0.7710684
PARS2	-0.15356388	0.4896129
PART1	-0.19254999	0.3761123
PARTICL	-0.00230136	0.9940287
PARVA	0.87817288	0.0101444
PARVB	0.49627881	0.0130632
PARVG	0.13119611	0.4927564
PASD1	-0.18701349	0.3330379
PASK	0.09956975	0.5493
PATE1	-0.18567252	0.2947285
PATE2	-0.18614178	0.3190456
PATJ	0.29692922	0.1349204
PATL1	-0.46629839	0.0163319
PATL2	-0.06944671	0.6661101
PATZ1	-0.21135788	0.1787233
PAWR	0.91184535	0.0132317
PAX1	-0.30534334	0.1430616
PAX2	-0.19444971	0.2586925
PAX3	-0.19949637	0.3750352
PAX4	-0.18511281	0.5679311
PAX5	-0.13648772	0.5452314
PAX6	-0.15631275	0.3268587
PAX7	-0.11089726	0.5361688
PAX8	0.20134282	0.23412
PAX8-AS1	-0.44172668	0.443452
PAX9	-0.0328155	0.8652159
PAXBP1	-1.30700757	0.0018449
PAXBP1-AS1	-0.18119769	0.3003095
PAXIP1	0.08390903	0.793487
PAXIP1-AS1	0.83345126	0.0031334
PAXIP1-AS2	-0.08402762	0.6767964
PBDC1	-0.20335245	0.5636515
PBK	-0.07822843	0.938013
PBLD	0.4402256	0.0326501
PBOV1	0.06618876	0.7613563
PBRM1	0.71478186	0.0015644
PBX1	0.15869351	0.7507741
PBX2	-0.69075651	0.004479
PBX3	0.364256	0.38316
PBX4	-0.0159132	0.9463884
PBXIP1	-0.47242765	0.1095124
PC	0.01485543	0.972484
PCA3	-0.06560354	0.7120925
PCAT18	-0.0179575	0.9500035
PCAT19	0.18656492	0.6599205
PCAT4	-0.13616576	0.5389062
PCAT6	0.47634874	0.0515719
PCAT7	0.52618012	0.0904845
PCBD1	0.00046568	0.9994748
PCBD2	-0.59053621	0.0191141
PCBP1	-0.10748405	0.6239937
PCBP1-AS1	-0.65191021	0.0188694
PCBP2	-1.68449572	0.0020525
PCBP3	0.22964583	0.2753642
PCBP4	-0.06287527	0.8576504
PCCA	0.93198946	0.0252864
PCCB	0.31938095	0.3418889
PCDH1	0.43506298	0.1126111
PCDH10	-0.41414185	0.410609
PCDH11X	-0.01389633	0.9593958
PCDH12	0.0569007	0.8277613
PCDH15	-0.14551125	0.3540308
PCDH17	-0.69910507	0.1038488
PCDH18	-0.65713214	0.1046008
PCDH19	-0.07801633	0.7006412
PCDH7	-0.2052567	0.215523
PCDH8	0.05068651	0.8296892
PCDH9	0.14451633	0.330818
PCDHA10	-0.09514427	0.7248217
PCDHA2	0.00646663	0.9783712
PCDHA5	0.19205508	0.2065641
PCDHA9	-0.08016572	0.7876692
PCDHAC1	0.0349235	0.8655133
PCDHAC2	0.12008305	0.4013604
PCDHB1	0.22726841	0.3331119
PCDHB11	-0.03194165	0.8795666
PCDHB12	0.00434008	0.9845412
PCDHB13	0.17579775	0.2613814
PCDHB14	0.1729559	0.1919674
PCDHB15	0.09771638	0.6562316
PCDHB16	-0.05319266	0.837104
PCDHB17P	-0.32598133	0.0422578
PCDHB18P	-0.16806855	0.4598534
PCDHB2	0.00391722	0.9869878
PCDHB3	0.14473968	0.5339377
PCDHB4	-0.21681304	0.1727784
PCDHB5	-0.09315381	0.6449907
PCDHB6	0.04563422	0.8560492
PCDHB7	-0.0211412	0.9125197
PCDHB8	-0.08277331	0.6985563
PCDHB9	-0.17596164	0.4752076
PCDHGA1	-0.04701862	0.8587574
PCDHGA10	-0.6242239	0.0228131
PCDHGA3	-0.18726958	0.2935259
PCDHGA4	0.47135877	0.170892
PCDHGA8	0.05895653	0.8038933
PCDHGA9	-0.1110919	0.5662703
PCDHGB5	-0.24492917	0.3291736
PCDHGB6	-0.04864836	0.827606
PCDHGB7	0.05462647	0.7484739
PCDHGB8P	0.07636938	0.7431159
PCDHGC3	-0.06222925	0.7251829
PCDHGC4	0.10380621	0.6815807
PCDHGC5	-0.34724593	0.0512834
PCED1A	0.36244516	0.0837065
PCED1B	-0.09912619	0.7254005
PCED1B-AS1	0.05060229	0.8662921
PCF11	-0.08396063	0.7656003
PCGEM1	-0.09304333	0.7300641
PCGF1	0.49417495	0.0906703
PCGF2	0.39085198	0.0834955
PCGF3	-0.45713978	0.2645962
PCGF5	-0.24316016	0.4927564
PCGF6	-0.01069326	0.9676049
PCID2	0.04717502	0.8680483
PCIF1	-0.42107086	0.3939872
PCK1	0.03935046	0.847314
PCK2	0.05747328	0.8546824
PCLO	0.12354913	0.632657
PCM1	-0.39395476	0.0720853
PCMT1	-0.24780789	0.3281295
PCMTD1	-1.06299399	0.0001353
PCMTD2	-0.47922049	0.3000626
PCNA	0.04353552	0.9060253
PCNP	-0.70954989	0.0027693
PCNT	0.10808563	0.5595192
PCNX1	-0.31031165	0.0155734
PCNX2	0.30233126	0.0500315
PCNX3	-0.24534421	0.3282416
PCNX4	-0.13246722	0.5276325
PCOLCE	0.37445325	0.5677863
PCOLCE-AS1	-0.14450903	0.6890215
PCOLCE2	-0.40943976	0.1152962
PCP2	-0.10034576	0.6671198
PCP4	0.21267996	0.5369184
PCP4L1	0.34159026	0.1988655
PCSK1	-0.1613009	0.3247586
PCSK1N	-0.14367499	0.4540907
PCSK2	-0.12675104	0.4166427
PCSK4	-0.05716801	0.8707575
PCSK5	0.27795192	0.6917976
PCSK6	-0.16048985	0.5184511
PCSK7	1.3263814	0.0012445
PCSK9	-0.01833424	0.9548155
PCTP	0.15826559	0.6374362
PCYOX1	-0.57827911	0.312162
PCYOX1L	-0.20998203	0.6409546
PCYT1A	0.26955271	0.1324069
PCYT1B	0.12317753	0.5030042
PCYT2	0.23868055	0.2433165
PDAP1	-1.06318178	0.0005028
PDC	-0.09896946	0.5513464
PDCD1	0.25303001	0.1658057
PDCD10	0.16772709	0.490362
PDCD11	0.16987971	0.6179308
PDCD1LG2	-0.27144642	0.4035376
PDCD2	-0.45197911	0.0377442
PDCD2L	0.25619431	0.2778466
PDCD4	-0.90582629	0.0185889
PDCD4-AS1	-0.09016743	0.6790055
PDCD5	-0.08726702	0.7325106
PDCD6	1.16170635	0.0008077
PDCD6IP	-0.40804882	0.0026624
PDCD7	0.8737895	0.0020608
PDCL	0.55068101	0.0094869
PDCL2	-0.08134727	0.6520847
PDDC1	0.1055541	0.7796282
PDE10A	-0.21606865	0.1160986
PDE11A	-0.11555438	0.5417209
PDE12	-0.21611776	0.3089869
PDE1A	-0.2072289	0.2300411
PDE1B	-0.05779991	0.8455052
PDE1C	-0.27271714	0.2147428
PDE2A	0.21015091	0.4597457
PDE3A	-0.41296377	0.1299954
PDE3B	-0.46674217	0.0735915
PDE4A	-0.22786493	0.0845264
PDE4B	0.94164325	0.0391777
PDE4D	-0.26473169	0.142788
PDE4DIP	0.7372561	0.0151944
PDE5A	-0.31912947	0.3048672
PDE6A	-0.32631225	0.1886867
PDE6B	0.07574988	0.7668006
PDE6C	-0.00139356	0.9959359
PDE6D	-0.19272337	0.3956497
PDE6G	0.03078852	0.9228026
PDE6H	0.01513877	0.9705252
PDE7A	0.48331619	0.0421611
PDE7B	0.29123057	0.4092595
PDE8A	0.40275449	0.073661
PDE8B	0.55110836	0.1915826
PDE9A	0.48310394	0.4802727
PDGFA	-1.20587815	0.0095358
PDGFB	0.32880907	0.0735196
PDGFC	-0.58344631	0.0627543
PDGFD	-0.72594522	0.0691904
PDGFRA	-0.98658867	0.0030611
PDGFRB	-0.02866897	0.9501224
PDGFRL	-0.08489342	0.8579688
PDHA1	0.43400545	0.0583614
PDHA2	-0.15029612	0.5335622
PDHB	-0.27451668	0.0777298
PDHX	0.36455756	0.0369398
PDIA2	0.2088428	0.1307525
PDIA3	-0.98023586	0.0004942
PDIA4	-0.74130755	0.0187336
PDIA6	-0.69163876	0.0058993
PDIK1L	0.37307224	0.175381
PDILT	-0.02449226	0.9124926
PDK1	-0.35388765	0.104418
PDK2	-0.34834957	0.1541242
PDK3	-0.44412431	0.2242806
PDK4	-1.37513438	0.0010302
PDLIM1	0.2831011	0.6144114
PDLIM2	-0.22802973	0.5169747
PDLIM3	1.57032847	0.132728
PDLIM4	0.87796259	0.022103
PDLIM5	1.20190553	0.0006011
PDLIM7	0.65011333	0.0583383
PDP1	-1.26835527	0.000064
PDP2	0.3700007	0.0126159
PDPK1	-0.17656546	0.4472208
PDPN	-0.49208927	0.0904696
PDPR	0.63110266	0.1575765
PDRG1	-0.01091518	0.9747615
PDS5A	-0.4698452	0.0177979
PDS5B	0.25721164	0.1723338
PDSS1	-0.30074768	0.077173
PDSS2	0.43253541	0.035006
PDX1	0.11370158	0.4993636
PDXDC1	0.27171998	0.0428126
PDXK	0.30811081	0.0898364
PDYN	-0.0174016	0.9319761
PDZD11	-0.11671791	0.6640071
PDZD2	0.77459059	0.0195093
PDZD3	-0.18720513	0.3053016
PDZD4	0.20203056	0.247659
PDZD7	-0.19899587	0.2126215
PDZD8	-0.7264957	0.0029512
PDZD9	-0.0868464	0.6864909
PDZK1	0.0235528	0.9325939
PDZK1IP1	-0.14492889	0.8721227
PDZRN3	0.44535874	0.2373963
PDZRN3-AS1	0.16748714	0.4000378
PDZRN4	0.5552588	0.0180596
PEA15	-0.47739048	0.190075
PEAK1	-0.16357765	0.7279777
PEAR1	0.12880716	0.7499398
PEBP1	0.4232378	0.2612013
PEBP4	0.13716426	0.4217595
PECAM1	0.21438046	0.2986242
PECR	0.52443285	0.0042616
PEF1	0.09683819	0.7438517
PEG10	-3.60855674	0.000069
PEG3	-1.42365265	0.0120195
PEG3-AS1	-1.30236282	0.0593747
PELI1	0.87314033	0.0020392
PELI2	-0.78375411	0.0188548
PELI3	0.26814957	0.105071
PELO	-0.23306408	0.2627098
PELP1	0.19148998	0.2705864
PEMT	0.26011849	0.6131145
PENK	-0.12093592	0.5320025
PEPD	0.26802626	0.3415868
PER2	0.26238165	0.5511244
PER3	0.35091672	0.2145366
PER4	-0.06226244	0.8203835
PERM1	-0.16730919	0.6116285
PERP	0.48353906	0.1143876
PES1	0.27151298	0.2114963
PET100	0.53395481	0.0596351
PET117	0.53918934	0.0183531
PEX1	0.15325894	0.3718764
PEX10	0.06053161	0.8720551
PEX11A	-0.3329638	0.1259637
PEX11B	-0.01519394	0.9596688
PEX11G	0.23930678	0.1891339
PEX12	-0.06447439	0.7920536
PEX13	-0.38439598	0.033539
PEX14	0.32711754	0.0615666
PEX16	-0.23851328	0.1069082
PEX19	-0.09530783	0.7808115
PEX2	-0.21720305	0.2238686
PEX26	-0.28031354	0.4753909
PEX3	0.83319534	0.0196291
PEX5	-0.32755866	0.0687636
PEX5L	-0.10653768	0.4773196
PEX5L-AS2	-0.07107911	0.6906072
PEX6	0.15963258	0.6720881
PEX7	-0.1970541	0.411811
PF4	-0.99819966	0.0951493
PF4V1	-0.03818078	0.8500357
PFAS	0.27448244	0.3716172
PFDN1	0.32895718	0.1605967
PFDN2	0.18387127	0.4622409
PFDN4	0.63927307	0.0009576
PFDN5	-0.11557751	0.5816941
PFKFB1	-0.1314455	0.4936636
PFKFB2	-0.25094213	0.3178793
PFKFB3	0.40211629	0.3485959
PFKFB4	0.05510311	0.8790643
PFKL	0.21454798	0.3415868
PFKM	0.22236252	0.4809042
PFKP	-0.89509383	0.1555235
PFN1	-0.37658214	0.1333752
PFN2	0.65558462	0.0926514
PFN4	-0.07781157	0.7648969
PGAM1	0.27943268	0.2390562
PGAM2	0.08859911	0.5888792
PGAM5	0.17517843	0.2724358
PGAP1	0.46346102	0.1514548
PGAP2	0.24829626	0.395213
PGAP3	0.54824743	0.1750271
PGBD1	-0.10750256	0.5104731
PGBD2	0.11602249	0.5377555
PGBD4	0.03230848	0.8623726
PGBD5	0.03425646	0.9177018
PGC	0.05870728	0.7796698
PGD	-0.64627915	0.2108708
PGF	0.86579399	0.007344
PGGHG	0.19360819	0.5482606
PGGT1B	-0.66115532	0.0500233
PGK1	-0.65213695	0.01384
PGK2	-0.14276047	0.5075043
PGLS	0.49897557	0.075475
PGLYRP1	0.31409197	0.0940398
PGLYRP2	0.16045818	0.3825605
PGLYRP3	0.03441277	0.8813922
PGLYRP4	-0.27048826	0.3835267
PGM1	0.46786786	0.2805402
PGM2	-0.44038734	0.0866048
PGM2L1	-0.60331964	0.0073515
PGM3	-0.53223095	0.1565972
PGM5	-0.19157915	0.2739539
PGM5-AS1	0.06128936	0.7583628
PGM5P2	-0.25339599	0.1223764
PGP	-0.34342861	0.0803909
PGPEP1	-0.1173708	0.469432
PGR	0.42614737	0.4592496
PGRMC1	-1.18729249	0.0013359
PGRMC2	0.47434845	0.0531393
PGS1	0.71248341	0.0109295
PHACTR1	-0.16749382	0.3747839
PHACTR2	-2.70920838	0.0009576
PHACTR2-AS1	-0.08353729	0.5798874
PHACTR3	-0.06642895	0.7720547
PHACTR4	1.65054871	0.0000656
PHAX	0.82250862	0.001749
PHB	0.42619515	0.1455308
PHB2	0.22241097	0.1664692
PHBP19	0.72640896	0.0014082
PHC1	0.04079819	0.8798284
PHC2	-0.16498627	0.4597417
PHC3	0.92273388	0.0103658
PHEX	-0.07634072	0.7262074
PHEX-AS1	0.03044185	0.8785755
PHF1	0.12039547	0.6071724
PHF10	-0.3093256	0.0363248
PHF11	0.23011484	0.3255143
PHF12	0.55457563	0.0696114
PHF13	0.02694311	0.9302671
PHF14	0.09338712	0.8064328
PHF19	-0.12868013	0.5215465
PHF2	-0.19664211	0.2496921
PHF20	0.27067933	0.1025127
PHF20L1	-0.46962128	0.036614
PHF21A	-0.45303878	0.0227376
PHF21B	-0.07656875	0.6733586
PHF23	-0.26175775	0.5114421
PHF24	-0.05008545	0.8559337
PHF2P1	-0.08114066	0.6895167
PHF3	-0.91312384	0.0023416
PHF5A	-0.77721043	0.008101
PHF6	-0.16863461	0.4822141
PHF7	-0.22562719	0.3044138
PHF8	0.20363483	0.2486784
PHGDH	0.12362376	0.7942085
PHGR1	-0.09422908	0.5770502
PHIP	1.80997505	0.0000155
PHKA1	0.15367641	0.5248626
PHKA2	0.46537351	0.0677359
PHKB	0.95151233	0.0044996
PHKG1	-0.16094784	0.5889271
PHKG2	0.1228589	0.606135
PHLDA1	0.1673131	0.4129432
PHLDA2	-0.12469025	0.6630427
PHLDA3	0.39327879	0.1047173
PHLDB1	0.02654939	0.9178161
PHLDB2	-1.96661768	0.0017862
PHLDB3	0.10821638	0.6851601
PHLPP1	0.53291645	0.0775062
PHLPP2	-0.12009086	0.6322931
PHOSPHO1	-0.18784161	0.5512402
PHOSPHO2	-0.25609818	0.4721067
PHOX2A	0.01253071	0.9671909
PHOX2B	-0.2398231	0.3053984
PHPT1	0.10960827	0.6400789
PHRF1	0.21211376	0.1680781
PHTF1	-0.34106264	0.1304777
PHTF2	-0.55456929	0.0197401
PHYH	0.24684105	0.662041
PHYHD1	0.20925007	0.6698437
PHYHIP	0.28211679	0.2195423
PHYHIPL	-0.22878494	0.4473577
PHYKPL	-0.28026209	0.1395234
PI15	0.15157948	0.466312
PI16	-0.33050689	0.2232554
PI3	0.11178613	0.4419694
PI4K2A	-0.59255209	0.1732579
PI4KA	0.26604061	0.2810518
PI4KB	0.24840984	0.0570786
PIANP	-0.2825953	0.1210439
PIAS1	-0.89838228	0.005128
PIAS2	-0.53520003	0.0309165
PIAS3	0.06977701	0.7365268
PIAS4	0.31982756	0.3213467
PIBF1	0.47237081	0.0671624
PICALM	-1.4115612	0.0056987
PICK1	0.26598187	0.2265065
PICSAR	-0.0559598	0.7778749
PID1	-0.07375064	0.6454503
PIDD1	0.33755226	0.0337452
PIEZO1	0.4451293	0.0087698
PIEZO2	0.15352468	0.3447136
PIF1	-0.09447146	0.6400593
PIFO	0.48534393	0.1546205
PIGA	0.12162637	0.8258609
PIGB	-0.22509046	0.3925666
PIGC	-0.26527281	0.0677359
PIGF	-0.29003067	0.1232498
PIGG	0.24584513	0.3471905
PIGH	0.00740117	0.9902929
PIGK	0.61964015	0.0501832
