Gene	MayorLynn2011.FC	MayorLynn2011.p
EDEM1	1.53	0.54
PGCP	1.48	0.54
C10ORF78	0.74	0.54
C17ORF39	1.57	0.54
AHCTF1	1.58	0.54
UBE2L3	0.93	0.54
BTBD3	1.58	0.54
C11ORF48	0.89	0.54
CGNL1	0.77	0.54
C5ORF21	1.39	0.54
FLJ20582	1.47	0.54
IMPDH1	0.96	0.54
GATAD1	1.54	0.54
LOC432369	1.43	0.54
SLC30A7	1.39	0.54
C9ORF64	1.43	0.54
TRAK2	1.45	0.54
MGC13125	1.26	0.54
DPPA4	0.73	0.54
LOC90355	1.42	0.54
SUCLA2	1.47	0.54
ORC5L	1.41	0.54
SYF2	1.45	0.54
TUBB	1.07	0.54
TMEM127	1.35	0.54
SEC6L1	0.94	0.54
RFWD2	1.31	0.54
BAG3	1.04	0.54
TMEM106C	1.14	0.54
SIVA	1.2	0.54
UBA52	1.12	0.54
DDEF1	1.51	0.54
GNAS	1.15	0.54
NDUFB5	1.17	0.54
ESTRRA	1.15	0.54
BAIAP2L1	1.25	0.54
KREMEN1	1.1	0.54
PURB	1.42	0.54
MTF1	1.3	0.54
ZMIZ2	1.18	0.54
SPATA5L1	1.41	0.54
NDUFS5	1.31	0.54
SFXN4	1.25	0.54
FAM130A1	1.3	0.54
TRAPPC2	0.99	0.54
SLC35B3	1.28	0.54
SORBS1	1.19	0.54
DIAPH2	1.22	0.54
EPN1	1.2	0.54
TTC1	1.3	0.54
JMJD2A	1.27	0.54
FTSJ2	1.31	0.54
FLJ37562	1.56	0.54
USP3	1.03	0.54
MYO9B	1.18	0.54
LENG1	1.26	0.54
GPR116	0.84	0.54
KIAA1468	1.3	0.54
HIST1H2BJ	1.17	0.54
POLR3A	1.25	0.54
COL8A2	1.37	0.54
CCNF	1.02	0.54
GPR162	1.11	0.54
FNBP4	1.61	0.54
INDO	1.37	0.54
TAC3	0.57	0.54
KIAA0672	1.22	0.54
ASGR1	1.07	0.54
CLDN1	1.21	0.54
LOC400566	1.21	0.54
FLJ12529	0.82	0.55
CRADD	1.1	0.55
TSPO	1.04	0.55
SCAMP1	1.15	0.55
DCUN1D3	0.9	0.55
XRCC2	1.36	0.55
PHF11	1.29	0.55
TSPAN5	1.36	0.55
ZNF394	1.55	0.55
LOC653328	1.29	0.55
SCRN1	1.31	0.55
TM4SF1	1.2	0.55
MGC4268	1.19	0.55
ZNF232	1.17	0.55
DIP2C	1.49	0.55
CDC16	1.39	0.55
MYO3B	1.82	0.55
MGC18216	1.6	0.55
C1ORF76	1.5	0.55
MAP4K5	1.67	0.55
CCDC25	1.59	0.55
UBC	0.83	0.55
UPRT	1.58	0.55
DCTD	1.57	0.55
ATPBD3	1.59	0.55
RLF	1.76	0.55
MCEE	1.5	0.55
TRIM8	1.48	0.55
PDE6G	0.79	0.55
SNX6	0.9	0.55
GNPDA1	0.91	0.55
ZNF134	1.43	0.55
ATP6AP1	0.91	0.55
NDN	1.45	0.55
C9ORF5	1.54	0.55
SDCCAG10	1.42	0.55
MAP3K4	1.36	0.55
DEDD2	1.04	0.55
ZNF22	1.46	0.55
TMEM55A	1.63	0.55
SLC1A5	1.67	0.55
CASZ1	1.41	0.55
PSMC5	1.05	0.55
CTPS2	1.52	0.55
RPS24	1.43	0.55
STK25	1.12	0.55
ARPC1A	1.04	0.55
FBXW4	1.12	0.55
CSNK1D	1.38	0.55
FADD	1.11	0.55
TRAIP	1.32	0.55
NME1	1.35	0.55
SFRS14	1.49	0.55
PI4KII	1.15	0.55
ZNF142	1.26	0.55
ENC1	1.2	0.55
LAMP2	1.29	0.55
RPA1	1.15	0.55
HIC2	1.22	0.55
CHCHD2	1.19	0.55
RPL23A	1.29	0.55
ACAD10	1.46	0.55
MGC23909	1.36	0.55
IHPK1	1.29	0.55
ECHDC3	0.98	0.55
FGD3	1.11	0.55
DCUN1D5	1.41	0.55
IRAK4	1.64	0.55
PHF23	1.34	0.55
TTC7A	1.27	0.55
TCF4	1.21	0.55
CDKN2D	1.22	0.55
KL	1.42	0.55
IFI44	1.08	0.56
KLF6	1.3	0.56
S100A6	0.83	0.56
SMAD3	1.12	0.56
ANXA2P1	1.3	0.56
FAM79A	0.96	0.56
PPAP2A	1.36	0.56
HIF1A	1.24	0.56
GALK1	1.27	0.56
SERPINE1	1.44	0.56
MTHFD1L	1.41	0.56
THRA	1.15	0.56
YEATS2	1.22	0.56
RSBN1	1.15	0.56
FHL2	1.41	0.56
B4GALT4	1.48	0.56
S100A4	1.48	0.56
LOC57149	1.23	0.56
COL3A1	1.5	0.56
DHX37	1.32	0.56
FAM38A	1.29	0.56
ALKBH2	1.4	0.56
LGP2	1.64	0.56
MUTED	1.53	0.56
SLIT2	1.46	0.56
INSIG2	1.67	0.56
SELO	1.48	0.56
LOC125893	1.45	0.56
PTPLA	1.58	0.56
WDR23	1.33	0.56
DISP1	1.65	0.56
C1ORF21	1.78	0.56
GRSF1	1.62	0.56
UBE1L2	1.54	0.56
TERF1	1.66	0.56
RECQL	1.71	0.56
ETV6	1.45	0.56
THUMPD2	1.81	0.56
GPT2	0.74	0.56
FOXF1	1.49	0.56
MPHOSPH6	1.8	0.56
CDC20	0.79	0.56
SALL3	0.91	0.56
UNC13D	0.89	0.56
NOD1	0.87	0.56
FLJ35725	1.56	0.56
RG9MTD1	1.62	0.56
GLUD1	1.4	0.56
ZNF320	1.47	0.56
VAMP4	0.93	0.56
C20ORF42	1.54	0.56
LOC133619	1.46	0.56
MRFAP1L1	1.26	0.56
LOC643668	0.97	0.56
DHRS7B	1.27	0.56
FXYD6	0.91	0.56
POFUT2	1.23	0.56
APRIN	1.33	0.56
ZNF672	1.09	0.56
CACHD1	0.94	0.56
SSRP1	1.01	0.56
KARS	1.08	0.56
DHX32	1.11	0.56
PPHLN1	1.24	0.56
LOC388524	1.11	0.56
POGK	1.13	0.56
OSRF	1.34	0.56
RPL12	1.36	0.56
DKFZP686L1814	1.52	0.56
SMARCA4	1.12	0.56
SDHD	1.33	0.56
ZYX	1.34	0.56
WDR73	1.33	0.56
SKI	1.3	0.56
C15ORF24	1.14	0.56
PABPC4	1.29	0.56
DDX41	1.13	0.56
HIST2H2AC	1.09	0.56
C1ORF163	1.28	0.56
MRPS22	1.23	0.56
EPGN	1.47	0.56
TMED5	1.34	0.56
BMP6	1.39	0.56
PCDHA5	1.27	0.56
RNF167	1.19	0.56
GNG10	1.64	0.56
SPR	1.33	0.56
CA4	0.78	0.56
UPF3B	1.4	0.56
GPR4	1.09	0.56
SORL1	1.17	0.56
LOC653542	1.1	0.56
TM4SF18	1.24	0.56
THSD3	1.22	0.56
HBQ1	0.85	0.56
KCNK12	0.72	0.57
LAYN	1.06	0.57
MAP3K6	0.78	0.57
SLITL2	1.07	0.57
EDNRA	0.8	0.57
IBRDC2	1	0.57
ABLIM1	1.06	0.57
HEY1	0.81	0.57
EDN1	0.65	0.57
PGK1	1.15	0.57
FOSL2	1.19	0.57
RABL2B	1.21	0.57
HSPH1	1.27	0.57
IQCK	1.24	0.57
C15ORF15	1.25	0.57
NEK6	1.22	0.57
ZNF297B	1.29	0.57
MRPL34	1.31	0.57
HELZ	1.35	0.57
RPL32	1.21	0.57
HNRPU	1.43	0.57
DUSP19	1.45	0.57
FCF1	1.32	0.57
C14ORF85	1.42	0.57
ARHGEF10	1.25	0.57
LPP	1.36	0.57
IFT122	1.25	0.57
MAFA	1.36	0.57
PAPD5	1.25	0.57
EID2B	1.59	0.57
REEP5	1.59	0.57
DRB1	1.49	0.57
SESTD1	1.73	0.57
MYO5A	1.61	0.57
DSC2	1.69	0.57
TMBIM1	0.8	0.57
MGC61571	1.65	0.57
MRP63	1.47	0.57
NOC3L	1.49	0.57
FAM107B	0.77	0.57
AKAP11	1.77	0.57
FOXRED2	0.81	0.57
H3F3B	1.57	0.57
KIAA0372	1.62	0.57
COQ3	1.75	0.57
CEP192	1.62	0.57
C3ORF10	1.48	0.57
GANAB	0.88	0.57
LDOC1L	1.6	0.57
GPR37	0.93	0.57
MRPL47	1.5	0.57
ALDH6A1	1.64	0.57
MYOM1	1.55	0.57
IRF6	1.41	0.57
WRN	1.57	0.57
NT5C3L	1.05	0.57
HPS6	1.02	0.57
OXA1L	1.44	0.57
INVS	1.28	0.57
DDX42	1.2	0.57
GALC	1.47	0.57
THOC5	1.05	0.57
RPSA	1.1	0.57
FBXW8	1.32	0.57
ADIPOR2	1.15	0.57
TRAK1	1.33	0.57
CRIM1	1.3	0.57
FH	1.13	0.57
AP2S1	1.16	0.57
FTL	1.08	0.57
C21ORF25	1.3	0.57
COMMD9	1.28	0.57
SOCS2	1.15	0.57
TFRC	1.21	0.57
SYNJ2	1.21	0.57
ASB13	1.25	0.57
C6ORF57	1.13	0.57
ATP6V1E2	1.31	0.57
ANKRA2	1.18	0.57
C17ORF63	1.26	0.57
IMPAD1	1.34	0.57
POLR2I	1.3	0.57
CA11	0.94	0.57
C1ORF54	1.21	0.57
PURA	1.13	0.57
LDB2	1.06	0.57
ENOSF1	1.36	0.57
C10ORF33	1.49	0.57
SPAG4	0.55	0.58
TUBA1	0.76	0.58
PLA2G4C	0.95	0.58
OAS1	1.2	0.58
FLJ25801	1.32	0.58
BCAS4	1.18	0.58
LASP1	1.01	0.58
SEMA4D	1.29	0.58
WHDC1	1.02	0.58
C5ORF14	1.3	0.58
HERC5	1.26	0.58
ADAMTS1	1.68	0.58
JAK1	1.34	0.58
ZNF622	1.32	0.58
ZNF614	1.39	0.58
TXN	1.47	0.58
ROD1	1.38	0.58
C3ORF34	1.47	0.58
MTR	1.37	0.58
KIAA1914	1.37	0.58
PTPN4	1.44	0.58
BIRC3	1.38	0.58
BMP8B	1.34	0.58
VGLL4	1.38	0.58
RSL1D1	1.72	0.58
CP110	1.51	0.58
FLJ39378	1.57	0.58
PPM1K	1.54	0.58
ZNF615	1.53	0.58
NMD3	1.63	0.58
GLMN	1.53	0.58
BAMBI	1.57	0.58
GPX3	0.78	0.58
DUS4L	1.63	0.58
FLJ40411	0.86	0.58
RTCD1	1.61	0.58
NIT2	1.5	0.58
TPT1	0.87	0.58
CD59	1.54	0.58
SLK	1.68	0.58
GNB1L	1.79	0.58
LYCAT	1.61	0.58
DNAH1	1.54	0.58
LOC116236	0.78	0.58
REV1	1.51	0.58
GOLGA2	0.92	0.58
SC65	1.46	0.58
UTRN	0.96	0.58
ZNF403	1.55	0.58
ATP7B	1.39	0.58
SIRT5	1.44	0.58
LOC283537	1.58	0.58
PRO0149	1.36	0.58
KIAA1840	1.49	0.58
C13ORF7	1.6	0.58
GOPC	1.62	0.58
CTNNA1	1.03	0.58
OLFML2A	1.46	0.58
ATP1B1	1.57	0.58
ALPL	0.69	0.58
TMEM183B	1.08	0.58
BCL2L2	1.29	0.58
LZIC	1.08	0.58
RPS17	1.04	0.58
MCM3AP	1.19	0.58
ZNF34	1.3	0.58
DHX15	1.25	0.58
ZFYVE26	1.15	0.58
TLE2	0.94	0.58
LOC203547	1.29	0.58
ZBTB5	1.05	0.58
IFNGR1	1.2	0.58
LOC339229	1.21	0.58
ZC3H8	1.06	0.58
HNRPL	1.2	0.58
HNRPA1L-2	1.24	0.58
PPP3CB	1.18	0.58
SBF1	1.17	0.58
NSUN2	1.22	0.58
U2AF1L3	1.12	0.58
NSF	1.15	0.58
VPS8	1.31	0.58
C14ORF58	1.11	0.58
LOC134997	1.47	0.58
C10ORF57	1.24	0.58
MRPL51	1.28	0.58
ANXA7	1.15	0.58
TMEM178	0.97	0.58
FZR1	0.98	0.58
LCMT1	1.18	0.58
NDUFC1	1.35	0.58
KUA	1.19	0.58
FRMD6	1.44	0.58
KIAA1212	1.44	0.58
TCL1B	1.29	0.58
CCR1	1.51	0.58
GIMAP4	1.05	0.58
AFF3	1.1	0.58
TCN2	0.82	0.58
AQP11	1.42	0.58
FLJ20433	1.63	0.58
PROM1	1.1	0.58
FBXO32	1	0.59
MATN2	1.05	0.59
TREM1	1.29	0.59
NFKBIE	1.04	0.59
ZFP36	1.29	0.59
PTN	1.18	0.59
CCNB1IP1	1.11	0.59
ZNF277	1.33	0.59
SEC8L1	1.14	0.59
TSPAN17	0.98	0.59
GYS1	1.36	0.59
PROK1	1.24	0.59
HIRIP3	1.19	0.59
C1ORF176	1.44	0.59
KIAA1434	1.49	0.59
LMOD3	1.54	0.59
C20ORF121	1.4	0.59
RAB10	1.36	0.59
BOLA3	1.51	0.59
IMP3	1.26	0.59
DC2	1.46	0.59
C10ORF35	1.34	0.59
FBLN2	1.37	0.59
RAB23	1.56	0.59
CCDC51	1.43	0.59
COL1A2	1.58	0.59
ZZZ3	1.49	0.59
ZNF682	1.45	0.59
FLJ20035	1.73	0.59
RAB11FIP3	1.35	0.59
C1ORF181	1.51	0.59
C11ORF1	1.83	0.59
SBDS	1.58	0.59
PTD015	1.5	0.59
BCOR	1.49	0.59
PTPN11	1.41	0.59
SSTR2	1.56	0.59
RBBP9	1.58	0.59
PROS1	1.61	0.59
LOC653098	0.66	0.59
MGC52057	1.53	0.59
SH3BP4	1.64	0.59
GSTT1	0.77	0.59
NOP5/NOP58	1.59	0.59
IFI6	1.53	0.59
PDLIM3	1.58	0.59
FLJ21816	1.7	0.59
CRHR1	0.87	0.59
RWDD4A	1.54	0.59
CD99	1.59	0.59
TMEM22	1.62	0.59
TMEM16F	1.49	0.59
ZDHHC17	1.7	0.59
RBM3	1.8	0.59
LOC339123	0.96	0.59
FLJ38984	0.96	0.59
TROVE2	1.46	0.59
GSPT1	0.97	0.59
COG6	1.54	0.59
RAB43	1.45	0.59
HMGN1	1.49	0.59
GLRX2	1.39	0.59
SMEK2	1.37	0.59
IKBKG	1.15	0.59
TRMT1	1.31	0.59
FLJ20160	1.31	0.59
ZFP91	1.16	0.59
MIZF	1.24	0.59
SLC25A17	1.41	0.59
PSD4	1.05	0.59
ERCC3	1.13	0.59
C14ORF108	1.27	0.59
ICT1	1.31	0.59
JMY	1.34	0.59
PCNP	1.3	0.59
MGC17330	1.33	0.59
TGIF1	1.37	0.59
FST	1.11	0.59
FGFR3	1.15	0.59
NUDT9	1.13	0.59
DTNB	1.37	0.59
FLJ21865	1.52	0.59
FZD4	0.99	0.59
C16ORF30	1.24	0.59
SFRS16	1.28	0.59
AP3S1	1.23	0.59
SNCA	0.85	0.59
GSTM1	0.89	0.6
HABP4	1.18	0.6
FAM51A1	1.06	0.6
KIFAP3	1.17	0.6
OXSR1	1.25	0.6
APH1B	1.32	0.6
SUV39H1	1.26	0.6
DPT	1.19	0.6
CD81	1.14	0.6
LOC123688	1.52	0.6
DKFZP762I137	1.11	0.6
DAAM1	1.33	0.6
KIAA1328	1.49	0.6
ALDH3B1	1.79	0.6
IRX2	1.6	0.6
PAQR8	1.48	0.6
FCHO2	1.45	0.6
ZNF805	1.59	0.6
ZNF433	1.66	0.6
CCND2	1.55	0.6
TWSG1	1.69	0.6
CRSP3	1.51	0.6
LARP4	1.43	0.6
LACTB	1.58	0.6
TTC3	1.6	0.6
TMCO3	1.5	0.6
FAM111A	1.52	0.6
CTBS	1.5	0.6
CMTM4	1.51	0.6
ALDH1A3	1.85	0.6
DYNLRB2	1.48	0.6
PTS	1.55	0.6
PDCD4	1.4	0.6
RSRC2	1.45	0.6
NCK1	1.51	0.6
RBM12	1.48	0.6
TIMM9	1.66	0.6
MPHOSPH1	1.35	0.6
HCFC2	1.06	0.6
ACCN3	1.07	0.6
AK2	1.01	0.6
CXORF26	1.39	0.6
EIF4B	1.32	0.6
CCDC24	1.03	0.6
TMEM14B	1.37	0.6
DUSP26	1.25	0.6
C1ORF26	1.19	0.6
C20ORF43	1.08	0.6
DDX50	1.35	0.6
ZFR	1.29	0.6
KIAA1797	1.18	0.6
TTC14	1.64	0.6
AXIN2	1.2	0.6
FAM62A	0.99	0.6
TRAPPC4	1.24	0.6
STARD13	1.27	0.6
PIAS4	0.98	0.6
KIAA2010	1.25	0.6
USF1	1.02	0.6
UBE2D4	1.14	0.6
MGC24039	1.71	0.6
COX15	1.1	0.6
TSEN34	1.16	0.6
OTUD4	1.06	0.6
LOC124446	1.37	0.6
NDUFB10	1.12	0.6
DDIT4L	0.97	0.6
C1ORF69	1.13	0.6
HYPE	1.28	0.6
RAB24	1.17	0.6
NSFL1C	1.23	0.6
MUM1	1.16	0.6
TM2D3	1.22	0.6
DKFZP434B0335	1.02	0.6
PIK3C3	1.32	0.6
ARG2	0.85	0.6
IGBP1	1.24	0.6
CD55	1.3	0.6
JAG2	1.12	0.6
FUSIP1	1.26	0.6
SLC44A3	1.03	0.6
CPEB4	1.17	0.6
SLC22A3	1.32	0.6
PLA1A	0.88	0.6
FER1L4	0.95	0.6
FGFBP1	0.79	0.6
PLAC8	1.16	0.61
TNFAIP2	1.2	0.61
IFI27	0.73	0.61
PRKCBP1	0.99	0.61
PHF21A	0.99	0.61
ZNF653	1.01	0.61
PVR	1.23	0.61
BRE	1.32	0.61
IFNGR2	1.28	0.61
HDDC2	1.32	0.61
RNASEL	1.47	0.61
MAN2B2	1.33	0.61
RP9	1.24	0.61
PODXL	0.69	0.61
GALM	1.58	0.61
CCDC6	1.37	0.61
PON2	1.42	0.61
UROS	1.32	0.61
GTPBP3	1.39	0.61
EGLN2	0.75	0.61
SLC2A1	0.75	0.61
PUS7	1.5	0.61
ADSS	1.58	0.61
RRAGB	1.54	0.61
RAB18	1.64	0.61
ATG5	1.43	0.61
PNPLA8	1.5	0.61
PHYH	1.58	0.61
C1ORF119	1.59	0.61
C10ORF22	1.52	0.61
CCT6B	1.85	0.61
PRDX4	1.48	0.61
MTMR6	1.56	0.61
LRRTM4	1.4	0.61
C7ORF11	1.52	0.61
RARRES3	0.83	0.61
EIF1AX	1.66	0.61
CCDC58	1.52	0.61
MTIF3	1.46	0.61
TAF1B	1.4	0.61
LZTS2	0.9	0.61
TBC1D14	1.45	0.61
VPS26A	1.45	0.61
DUSP22	1.33	0.61
STX6	1.41	0.61
LOC402055	1.54	0.61
TTL	1.48	0.61
C18ORF21	1.52	0.61
C8ORF35	1.35	0.61
ALKBH6	1.38	0.61
HMGCR	1.36	0.61
MTIF2	1.5	0.61
KIAA0355	1.04	0.61
SMARCA1	1.53	0.61
CLCN6	1.3	0.61
HSPC148	1.36	0.61
MTX3	1.59	0.61
SPAG5	1.27	0.61
NCOA3	1.13	0.61
GDI2	1.32	0.61
FBXW9	1.24	0.61
EIF2AK1	1.14	0.61
POLR1C	1.25	0.61
ATP6V1G1	1.32	0.61
TIPRL	1.55	0.61
LOC144233	1.14	0.61
SLC9A6	1.35	0.61
MRPL18	1.4	0.61
ZNRD1	1.3	0.61
DNAPTP6	1.42	0.61
PDLIM7	1.3	0.61
ADAMTSL3	1.12	0.61
KNTC1	1.4	0.61
FAM122B	1.36	0.61
RFC5	1.31	0.61
ALDH9A1	1.21	0.61
BAZ1A	1.24	0.61
LHFP	1.38	0.61
IGHMBP2	1.08	0.61
USP11	1.25	0.61
ZNF211	1.24	0.61
ASNSD1	1.29	0.61
TNS1	1.13	0.61
SP5	0.74	0.61
ELAC2	1.06	0.61
PIGT	1.18	0.61
SLC22A4	1.45	0.61
LRPAP1	1.14	0.61
PH-4	1.18	0.61
PPP3R1	1.35	0.61
TAF1L	1.51	0.61
USHBP1	1.18	0.61
C21ORF66	1.52	0.61
C1ORF162	0.88	0.61
EIF4E3	1.09	0.61
KIT	1.31	0.61
VSIG2	1.21	0.61
IL2RB	1.26	0.61
KIAA0703	1.1	0.61
HLA-F	0.76	0.62
HPCAL1	0.65	0.62
LDLR	0.88	0.62
GDI1	0.94	0.62
FOXO3A	1.03	0.62
S100A10	1.19	0.62
PRSS8	1.07	0.62
MFAP5	1.33	0.62
HEATR1	1	0.62
VPS37A	1.24	0.62
GADD45G	0.71	0.62
SMOC2	1.41	0.62
LOC112869	1.17	0.62
PHKA2	1.2	0.62
C5ORF28	1.19	0.62
KIAA1712	1.47	0.62
FKBP14	1.6	0.62
PPA2	1.22	0.62
GRIPAP1	1.6	0.62
C19ORF2	1.4	0.62
TMEM14C	1.32	0.62
CEBPZ	1.48	0.62
ZNF706	1.48	0.62
SPTLC1	1.3	0.62
HLX1	1.32	0.62
CHMP4C	1.57	0.62
YAP1	1.6	0.62
CGI-115	1.58	0.62
RABEPK	1.42	0.62
FCHSD2	1.35	0.62
SLC16A5	1.38	0.62
MGC33212	1.57	0.62
ELF1	1.57	0.62
UGCGL1	0.75	0.62
TTC23	1.55	0.62
ZSWIM4	0.83	0.62
RPS7	1.48	0.62
KIAA1287	1.7	0.62
OAZ1	0.91	0.62
TOB2	1.41	0.62
PPP2R2A	0.89	0.62
RPS29	0.93	0.62
LCP1	0.84	0.62
GRAMD1A	1.44	0.62
WBP4	1.6	0.62
RBM22	0.95	0.62
SAT2	1.46	0.62
SAR1A	1.41	0.62
LOC400924	1.42	0.62
TTC9C	1.02	0.62
ANAPC1	1.31	0.62
BIRC6	1.24	0.62
EXOSC10	1.26	0.62
C7ORF44	1.3	0.62
STOML2	1	0.62
C1ORF37	1.05	0.62
NGRN	1.02	0.62
SMARCE1	1.34	0.62
DPH5	1.34	0.62
GMPR2	1.23	0.62
BRWD1	1.39	0.62
GATAD2A	1.01	0.62
ZRANB1	1.01	0.62
TMEM2	1.12	0.62
KRT10	1.38	0.62
C14ORF4	1.42	0.62
RPS15A	1.16	0.62
PSME4	1.07	0.62
GYG1	1.22	0.62
EIF3S7	1.15	0.62
ZNF137	1.69	0.62
YTHDF1	1.23	0.62
HEY2	1.06	0.62
GSTZ1	1.18	0.62
CALU	1.19	0.62
CCNK	1.2	0.62
PTRH1	1.16	0.62
METTL4	1.08	0.62
PBX1	1	0.62
C6ORF173	1.2	0.62
ADCY4	0.9	0.62
LOC349338	1.33	0.62
KRT7	1.41	0.62
ZNFN1A5	1.25	0.62
MEP1A	1.04	0.62
AK1	0.96	0.63
NLGN2	1.28	0.63
PES1	0.99	0.63
VPS16	1.04	0.63
DOK4	1.16	0.63
PMP22	1.31	0.63
PEMT	1.33	0.63
SLC38A6	1.16	0.63
PLA2G2D	1.14	0.63
DDX58	1.44	0.63
ST3GAL3	0.75	0.63
SLD5	1.37	0.63
HSA9761	1.27	0.63
RCP9	1.26	0.63
KIAA1217	1.43	0.63
UBE2Q2	1.42	0.63
ZNF20	1.38	0.63
GALNT3	1.32	0.63
JOSD1	1.36	0.63
CLDN19	1.44	0.63
RBM13	1.53	0.63
KIAA0423	1.37	0.63
GPR1	1.34	0.63
VCPIP1	1.49	0.63
RIN2	1.58	0.63
CAMSAP1	1.46	0.63
NOD9	1.47	0.63
THRAP2	1.48	0.63
CNOT8	1.48	0.63
SYT15	1.55	0.63
SLC2A12	1.62	0.63
LIAS	1.44	0.63
NBLA10383	1.44	0.63
ORC3L	1.72	0.63
MRPL33	1.46	0.63
DNM1L	1.56	0.63
MCTS1	1.43	0.63
METTL1	1.51	0.63
CLUAP1	0.87	0.63
ZNF451	1.64	0.63
AHI1	1.6	0.63
SUB1	1.5	0.63
CCDC127	0.87	0.63
LAIR1	0.91	0.63
TPM3	0.91	0.63
MGC13114	1.56	0.63
RAB31	1.49	0.63
DREV1	1.62	0.63
HCN3	0.94	0.63
CRIPT	1.46	0.63
RASSF7	0.95	0.63
GPR146	0.9	0.63
TPST2	1.34	0.63
TMEM30A	0.94	0.63
NKIRAS1	1.45	0.63
RXRA	1.32	0.63
ALS2	1.34	0.63
SMBP	1.37	0.63
RPL8	0.99	0.63
LRBA	1.47	0.63
FER1L3	1.45	0.63
NARG1	1.52	0.63
CHAF1B	1.43	0.63
LRRC28	1.27	0.63
C6ORF149	1.06	0.63
IQGAP1	1.41	0.63
NFS1	1.05	0.63
CIP29	1.28	0.63
HSCARG	1.39	0.63
HNRPD	1.08	0.63
FLJ10661	1.16	0.63
PSARL	1.19	0.63
SLC24A6	1.17	0.63
ATOX1	1.24	0.63
CCT4	1.3	0.63
TCF12	1.51	0.63
LRRC51	1.14	0.63
KLHL12	1.29	0.63
RBBP6	1.04	0.63
TMEM9B	1.12	0.63
TYSND1	1.23	0.63
SLTM	1.27	0.63
EXOSC3	1.15	0.63
DAD1	1.09	0.63
PABPN1	1.19	0.63
G3BP2	1.25	0.63
UBE2J2	1.13	0.63
ERICH1	1.28	0.63
PEX11A	1.42	0.63
RAPGEF6	1.39	0.63
AGTRL1	0.83	0.63
CDC23	1.19	0.63
C16ORF60	1.22	0.63
LOC283951	1.31	0.63
UBE1DC1	1.38	0.63
LARP7	1.34	0.63
NCOA6IP	1.1	0.63
MGC9850	1.29	0.63
JMJD2B	1.24	0.63
ZBTB9	1.2	0.63
DLAT	1.44	0.63
ALS2CR4	1.23	0.63
ERLIN2	0.99	0.63
A2M	1.09	0.63
FLJ43692	0.99	0.63
DCUN1D2	1.34	0.63
S100A8	0.74	0.63
ZMYND8	0.93	0.64
KIAA1984	0.83	0.64
COL1A1	1.12	0.64
NPC2	1.11	0.64
C9ORF114	0.92	0.64
OSBPL8	1.21	0.64
NBPF20	1.04	0.64
LAMA4	1.07	0.64
ARHGEF18	1.17	0.64
ZNF549	1.39	0.64
OR3A4	1.47	0.64
RAD51	1.27	0.64
CTGLF3	1.53	0.64
CSPP1	1.36	0.64
KIAA1815	1.46	0.64
C14ORF112	1.6	0.64
GMFB	1.43	0.64
TRIM52	1.52	0.64
LIMA1	1.54	0.64
GPBP1	1.57	0.64
NOL6	1.42	0.64
SLC36A1	1.59	0.64
MYL5	1.57	0.64
XPO1	1.53	0.64
C19ORF31	0.89	0.64
CCDC43	1.51	0.64
DPH1	1.37	0.64
FBXO38	1.43	0.64
VASH1	0.78	0.64
EEF1A1	0.92	0.64
ZNF585A	1.46	0.64
PAF1	0.95	0.64
LOC51334	0.93	0.64
LRIG2	1.3	0.64
DYNLL1	0.93	0.64
MRPL50	1.49	0.64
NCBP2	1.47	0.64
TBC1D15	1.38	0.64
ACTG1	0.97	0.64
GOLGA1	1.42	0.64
CTSL1	1.33	0.64
RDH14	1.35	0.64
CAPN7	0.95	0.64
HRASLS3	0.9	0.64
DDX19B	1.35	0.64
TIMM22	1.28	0.64
TCEAL8	1.35	0.64
TMEM99	1.39	0.64
SRP14P1	1.28	0.64
C5ORF37	1.41	0.64
ZNF289	1.03	0.64
LYAR	1.4	0.64
ZNF3	1.22	0.64
RAB11A	1.21	0.64
TMPIT	1.25	0.64
CRELD2	1.22	0.64
TOMM22	1.12	0.64
MGC2747	1.28	0.64
ARHGAP10	1.35	0.64
COX6C	1.31	0.64
SAP30BP	1.13	0.64
YWHAZ	1.2	0.64
DBNL	1.07	0.64
LOC56902	1.24	0.64
SCNM1	1.17	0.64
SEC11L1	1.19	0.64
C1ORF43	1.32	0.64
CCT5	1.26	0.64
UNG	1.26	0.64
SLC39A3	1.17	0.64
SCAP	1.04	0.64
RRM1	1.27	0.64
DUSP3	1.13	0.64
EHD4	1.08	0.64
ZFYVE1	1.1	0.64
SSR1	1.31	0.64
TRAM2	1.35	0.64
NDUFAF1	1.22	0.64
ERCC1	1.13	0.64
FLJ10922	1.12	0.64
PC	1.33	0.64
HTR1E	1.19	0.64
SLC39A8	2	0.64
C12ORF49	1.45	0.64
GPNMB	0.89	0.64
LPXN	1.41	0.64
PIM1	1.33	0.64
SH2D3A	1.43	0.64
PAEP	0.77	0.64
IGFBP7	0.9	0.65
CAPG	0.91	0.65
ECGF1	1.05	0.65
SCD	1.09	0.65
DNHD3	0.59	0.65
SEMA4C	0.86	0.65
TXNIP	0.87	0.65
KIAA1370	1.25	0.65
ORAOV1	1.13	0.65
OPA3	1.2	0.65
DKFZP586D0919	1.4	0.65
AZI2	1.32	0.65
RALA	1.3	0.65
VPS37D	1.26	0.65
OCIAD1	1.2	0.65
TSPAN31	1.36	0.65
EXOSC6	1.24	0.65
