Gene	Ackerman2015.log2FC	Ackerman2015.padj
RCL1	0.00850099	0.997826128
NARS	0.008526179	0.996385072
KPNA6	0.008599876	0.995129029
POLRMT	0.008633724	0.997753628
DPF2	0.008657109	0.997283303
AP1M2	0.008663684	0.997283303
GTPBP4	0.008687132	0.997741634
ABCC9	0.008715787	0.997753628
EIF3I	0.00872364	0.997283303
GEMIN6	0.008742592	0.997826128
ATOH7	0.008775133	NA
TAC1	0.008775133	NA
IGFALS	0.008775133	NA
KRTAP4-1	0.008775133	NA
C12orf50	0.008775133	NA
MRPS21	0.008815514	0.996860361
PHB	0.008848472	0.996225795
CNKSR1	0.008883692	0.997753628
ATG5	0.008892725	0.995235399
LILRB5	0.008919908	0.997826128
UHRF1BP1L	0.008931783	0.995129029
NUDT11	0.008949912	NA
SIPA1L3	0.00896835	0.997753628
YIF1B	0.008975347	0.997753628
GIPC1	0.008985785	0.997753628
NOP56	0.009033957	0.997090326
CHRDL2	0.009083744	NA
NCAPH2	0.009100038	0.997753628
NHLH2	0.009101664	NA
ZNF350	0.009149951	0.997283303
CDK12	0.009267728	0.994899519
ZNF845	0.009269539	0.997541292
MAPK3	0.009296924	0.997753628
PALM	0.009339453	0.997753628
CAPSL	0.009396385	NA
PRB1	0.009396385	NA
OR2AG1	0.009396385	NA
CCDC42	0.009396385	NA
IFNA2	0.009396385	NA
EIF4E3	0.009460849	0.997753628
SLTM	0.009463463	0.996349608
YTHDF2	0.009561114	0.994200856
SIDT1	0.009591795	0.997826128
SNX2	0.009605695	0.997090326
CD276	0.009640407	0.997753628
NAA35	0.009647168	0.995129029
ALKBH2	0.009649964	0.997826128
API5	0.009669887	0.995129029
TSPAN3	0.009689903	0.996262869
CEP290	0.009707798	0.997283303
CLIC3	0.009723423	0.997753628
FRMPD2	0.009734001	NA
C1D	0.009735375	0.997753628
MUC22	0.009788436	NA
N4BP2L2	0.009795562	0.996225795
ALLC	0.0097988	NA
FAM13B	0.009802675	0.994979649
OAS3	0.009850003	0.997753628
CYP27C1	0.009859949	0.997753628
U2AF2	0.009895825	0.995377942
CALN1	0.009901211	0.997753628
WNT16	0.009901377	NA
MYO3B	0.009904009	0.997753628
NUP133	0.009924625	0.995129029
TMED5	0.009967509	0.996225795
OLIG1	0.009985431	NA
HIF1A	0.010028383	0.997090326
RNF26	0.010037047	0.997425112
CABP4	0.010056503	0.997283303
RSBN1	0.01008257	0.994200856
FAIM	0.010096212	0.997753628
VWA3B	0.010100838	0.997826128
ZNF134	0.010123005	0.995129029
MANF	0.010147938	0.996225795
ZBED4	0.010149047	0.997283303
PUM2	0.010166974	0.994200856
PPT1	0.010197416	0.997741634
TMF1	0.010202484	0.995129029
ASS1	0.010210218	0.997753628
FAM168B	0.010261449	0.997283303
FAM71F1	0.010262201	NA
IMMP2L	0.010278539	0.997753628
ESRP2	0.010280238	0.995270364
PRIM1	0.01030079	0.997753628
TMEM35	0.010301632	NA
RCVRN	0.010301632	NA
DLL3	0.010359286	NA
PVRL4	0.010381015	0.997753628
GPR149	0.010394235	NA
OR2T35	0.010394235	NA
PON1	0.010394235	NA
PMCH	0.010394235	NA
KRTAP5-8	0.010394235	NA
PLCZ1	0.010394235	NA
GMPR	0.010426923	0.997753628
METTL20	0.010429557	0.997283303
EIF3F	0.01043973	0.994200856
CTSO	0.01048934	0.997753628
MAN1A2	0.01053252	0.997753628
GTF2IRD2	0.010581175	0.997753628
APTX	0.010634237	0.996225795
CDR2L	0.010780293	0.997753628
OSBPL10	0.010797927	0.995270364
TREM2	0.010799931	0.997826128
NLGN3	0.01084649	0.997753628
TBP	0.010964572	0.997283303
OSBPL8	0.010992737	0.994200856
RNPEPL1	0.011000339	0.997753628
KRT28	0.011015979	NA
CCL25	0.011015979	NA
LIPJ	0.011015979	NA
FOXR1	0.011015979	NA
TMEM202	0.011015979	NA
XKR7	0.011015979	NA
PLA2R1	0.011066254	0.997753628
SLC12A6	0.011205242	0.99493579
KCNIP4	0.011207746	0.997826128
GGA1	0.01121476	0.995129029
KIAA1614	0.011244696	0.997753628
TSC2	0.011248607	0.997283303
PRR14L	0.01126541	0.994200856
NEK8	0.011303249	0.997283303
ENTHD2	0.011411831	0.997283303
TSSC4	0.011426826	0.996225795
KCTD11	0.011433446	0.997753628
ITPKB	0.011442364	0.997283303
SUMO4	0.011453143	0.997753628
ADK	0.01146983	0.995129029
WDHD1	0.011494254	0.997753628
POLE3	0.011518164	0.996385072
BCAM	0.011545035	0.997753628
SUPT20H	0.011558768	0.995129029
PLA2G16	0.0116212	0.997753628
SMC6	0.011637378	0.995676943
MRFAP1L1	0.0116798	0.995129029
CMIP	0.011686427	0.997741634
SENP5	0.011708228	0.994200856
PRF1	0.011715116	0.997826128
ZNF398	0.011725425	0.996225795
NADSYN1	0.01173054	0.995235399
42262	0.011736315	0.994200856
GMPPB	0.011755297	0.997283303
TRIP11	0.01180676	0.994200856
GNG12	0.011841903	0.995270364
ARHGEF10	0.011851269	0.997753628
BTF3	0.011867105	0.992252164
ZNF483	0.01189626	0.997283303
C1QL4	0.011909603	NA
ENTHD1	0.011909603	NA
NMUR2	0.011909603	NA
TRIP13	0.011924421	0.997283303
KHSRP	0.012006696	0.995235399
ITIH5	0.012022557	0.997283303
NEFL	0.012041579	NA
INO80	0.012042118	0.992252164
STX3	0.012044968	0.997283303
COMMD9	0.012067591	0.994979649
FCGR1B	0.012068253	0.997826128
FTSJ1	0.012071821	0.997753628
ZC3H14	0.012103495	0.994200856
HIST2H2AB	0.012217626	0.997753628
FEZ1	0.012229759	0.997753628
GOLGA3	0.012293771	0.993939864
MAVS	0.012294162	0.994200856
AGAP2	0.012299751	0.997753628
TADA2B	0.012321036	0.995327945
UPK3B	0.012343081	0.997753628
MS4A2	0.012356988	0.997753628
HSPA14	0.01237601	0.994200856
STX8	0.012387696	0.996225795
CCDC132	0.01239798	0.994899519
MAPKAPK3	0.012424317	0.995235399
BCL7A	0.01243881	0.997753628
FANCA	0.012440588	0.996225795
RNASE13	0.012461687	NA
PAQR3	0.012463548	0.997753628
RIC8A	0.012476462	0.994200856
SLC39A5	0.012483242	NA
MYH10	0.01252522	0.996385072
LAMP2	0.012643785	0.993939864
CDCA2	0.012659283	0.997753628
POC1A	0.012659431	0.997541292
DCTN5	0.012665972	0.994200856
GIGYF2	0.012735191	0.994680375
NOL10	0.012762365	0.994200856
SMNDC1	0.012786114	0.994200856
BTBD9	0.012797111	0.994699034
SLC22A7	0.012819926	NA
RPRM	0.012819926	NA
ITIH1	0.012819926	NA
TSPYL5	0.012882175	0.997753628
GIGYF1	0.012882413	0.995129029
SLC17A3	0.012918706	NA
WFIKKN1	0.012931789	0.997826128
LRTOMT	0.01300758	0.995270364
CSNK1G3	0.013078165	0.995327945
KIAA0930	0.013082207	0.997741634
ENPP3	0.013126111	NA
ITGAV	0.013154799	0.994200856
CCDC66	0.013172143	0.994979649
UGT1A6	0.013190444	NA
DTWD2	0.013193971	0.995533856
NRP2	0.013207229	0.997753628
SPCS1	0.013221234	0.996724515
MLLT1	0.013224254	0.996724515
AVEN	0.013235083	0.997753628
STX12	0.013248632	0.994200856
NINJ2	0.013265691	0.997826128
STX16	0.013282565	0.997283303
TONSL	0.013290911	0.997283303
KIAA1033	0.013328287	0.991349087
CPSF3	0.013407951	0.994200856
ADSS	0.013422232	0.994438148
NF1	0.013449255	0.993939864
CARS2	0.013484615	0.997283303
ARL14	0.013531412	NA
NAP1L2	0.013531412	NA
KAAG1	0.013531412	NA
KRTAP13-2	0.013531412	NA
KRT85	0.013531412	NA
LAPTM5	0.013534499	0.997283303
KIAA1683	0.01354387	0.997753628
PRRC1	0.013561515	0.988465464
FIGNL1	0.013582077	0.995235399
KMO	0.013620746	0.997753628
PROX2	0.013629975	NA
ZNF585B	0.01364008	0.994200856
WARS2	0.013650099	0.995129029
FBL	0.013665442	0.994200856
CALM1	0.013665969	0.996225795
NUFIP1	0.013670381	0.997283303
SPECC1L	0.013673775	0.994979649
TNS4	0.013706627	0.997283303
FGF12	0.013709137	0.997826128
CSNK2A1	0.013714989	0.994200856
TMEM191C	0.013753337	NA
SFXN4	0.013770115	0.997753628
SGPL1	0.013771935	0.994200856
SLC25A16	0.013791027	0.994200856
GYS2	0.01380742	NA
FGFBP2	0.013815703	NA
SCN3A	0.013832523	NA
VCP	0.013862474	0.993939864
TYRP1	0.013864148	NA
HDAC4	0.013895008	0.995175163
POLR2B	0.01389761	0.993939864
ZC3H7B	0.013953568	0.992252164
CKMT1B	0.013967874	0.997753628
METTL1	0.013997025	0.997753628
RANBP3L	0.014019148	0.997753628
XPO7	0.014033067	0.993939864
TCF24	0.014087008	NA
LIPC	0.014125838	NA
VAX1	0.014187084	NA
PGA5	0.01419388	NA
DDX59	0.014204462	0.992252164
TM2D2	0.014230922	0.995129029
ATP6V0B	0.014235823	0.995235399
BPGM	0.014257725	0.996225795
ENPP6	0.014276278	0.997753628
TMSB4X	0.014355298	0.995377942
PTPRK	0.014383661	0.994607349
EPHB6	0.014415436	0.997753628
PCSK1	0.014442624	NA
OPCML	0.014442624	NA
GABRG1	0.014442624	NA
KRTAP1-5	0.014442624	NA
PIRT	0.014442624	NA
TRPC4AP	0.014489371	0.992252164
SNAPC1	0.014522018	0.997090326
STAMBP	0.014584238	0.993939864
SEC23A	0.014584632	0.993939864
HYDIN	0.014646419	0.997753628
CCT5	0.01467153	0.99493579
SPATA5L1	0.014689158	0.996860361
ARHGAP35	0.014692701	0.994979649
NPTN	0.014697576	0.990723572
ZNF510	0.014764287	0.995906085
TCP11L2	0.014777126	0.994979649
ZNF460	0.01479177	0.993267447
FNIP1	0.014797466	0.994200856
CARNS1	0.014840236	0.997753628
TMEM81	0.014870734	0.997753628
RNASEH2A	0.014876109	0.996290067
KPNA3	0.014963219	0.995129029
CDV3	0.014964892	0.993939864
VPS29	0.015012743	0.994979649
ZSCAN23	0.015054068	0.997753628
ABCC10	0.01505547	0.99493579
RPS19	0.015075354	0.992252164
SDAD1	0.015079575	0.993407479
APOL4	0.01508357	0.996860361
PRDX3	0.015096972	0.994200856
PRKAB1	0.015114829	0.993939864
SLC9A8	0.015172576	0.995129029
C6orf195	0.015184579	NA
USP11	0.015255636	0.994200856
MAP4K2	0.015267917	0.995129029
KIF24	0.015282701	0.997283303
PPP1R12C	0.015319905	0.995377942
KRT80	0.015341671	0.995129029
ANO8	0.01534388	0.997283303
SH2B1	0.015347865	0.993277474
PPIG	0.015361191	0.994200856
ZZEF1	0.015380633	0.994200856
KIAA1549	0.015388797	0.997753628
RBAK	0.015394365	0.994200856
INTS9	0.01541045	0.994607349
ITGB1BP2	0.015454685	0.997753628
GGA3	0.015494966	0.99444792
PNISR	0.015521108	0.993939864
RAB3GAP2	0.015533424	0.990723572
HBS1L	0.015575601	0.992252164
ABTB1	0.015590913	0.996225795
LRTM1	0.015638537	NA
GLUD2	0.015671764	0.997753628
FANCG	0.015692328	0.995175163
DTNBP1	0.01569492	0.996887963
DNAJC30	0.015697958	0.995129029
SND1	0.015729608	0.992252164
POGZ	0.01576566	0.993939864
SIAH3	0.015849985	NA
ANKRD36	0.015872664	0.995129029
MB	0.015939597	NA
CDK13	0.015956707	0.993939864
DENR	0.015963272	0.993939864
CCT8	0.016015009	0.993939864
NBAS	0.016048447	0.992039349
PAPD7	0.016156893	0.992252164
H3F3B	0.016203182	0.993939864
SP5	0.016250873	0.997753628
AKAP10	0.0162759	0.990723572
RSPH4A	0.016276994	NA
ZNF543	0.016347157	0.994200856
SASH1	0.01636056	0.995129029
AGAP4	0.016419483	0.997283303
CDC73	0.016451821	0.987975446
RAD18	0.016481835	0.994994155
MDM2	0.016501858	0.993939864
ARF4	0.016536862	0.991349087
ETFDH	0.016569956	0.994979649
C1orf52	0.016620924	0.993939864
TTC7B	0.016630917	0.993939864
BORA	0.016644116	0.996225795
ZNF747	0.016667584	0.994979649
ASB6	0.016675198	0.994200856
PRPH2	0.016689696	0.997753628
CDKN3	0.016719782	0.997753628
DOCK2	0.016741466	0.993939864
ISOC2	0.016753001	0.996860361
HNRNPA1L2	0.016753366	0.997283303
UQCR10	0.01680249	0.994200856
NCAPD2	0.016808465	0.991054926
OSBPL9	0.016823826	0.994200856
OR6B1	0.016853631	NA
CENPB	0.016953751	0.994939893
CHML	0.017004101	0.994200856
PHF20L1	0.01701909	0.992252164
SOAT2	0.017024384	NA
PEX10	0.017052257	0.996225795
RPL5	0.017060485	0.993697598
IFITM3	0.017076862	0.995129029
TRIM44	0.017107825	0.991800244
PHLPP2	0.017109712	0.994200856
MRPL3	0.017113868	0.992252164
ZFY	0.017116872	0.997753628
CA11	0.017130926	0.997753628
AIDA	0.017145479	0.994200856
PPP1R10	0.017164877	0.993939864
LAD1	0.017167574	0.996225795
OR2L13	0.017242498	NA
MRPL24	0.017246265	0.994200856
ITPA	0.017258376	0.996225795
ITLN2	0.017295129	NA
ANKRD36B	0.017338993	0.995129029
GALNT14	0.017358324	NA
PRDM7	0.017360354	0.997753628
CD2AP	0.017380745	0.994200856
PGGT1B	0.017392956	0.994607349
SEPHS2	0.017433735	0.994979649
USP18	0.017434008	0.997283303
GALT	0.017437577	0.994200856
SCNN1G	0.017455126	NA
CCDC68	0.017511253	0.99493579
C10orf76	0.017551614	0.990723572
C11orf71	0.017582574	0.996225795
SYS1	0.017596502	0.994200856
C12orf65	0.017634309	0.99493579
AMHR2	0.017652626	NA
KLF8	0.017656415	0.994200856
SPG20	0.017683437	0.993939864
CBX1	0.01769338	0.994200856
TOM1L1	0.017730638	0.996225795
BRMS1	0.017761989	0.993939864
STRN4	0.017763646	0.993939864
SLN	0.017778144	NA
RNF13	0.017821632	0.992252164
C10orf88	0.017880164	0.99493579
ADRB1	0.017944089	0.996225795
ESYT1	0.017957168	0.993939864
STK11IP	0.017992061	0.992252164
RBM19	0.017996841	0.989023541
BCCIP	0.01800518	0.994200856
SLC52A2	0.018006843	0.99444792
TMEM242	0.018029547	0.994200856
RNF17	0.018055546	0.997753628
SHOC2	0.01805974	0.987327801
SIPA1L1	0.018088627	0.994200856
FAM174B	0.0181755	0.997753628
VAT1L	0.018179715	0.997753628
MARK3	0.018231609	0.986212744
ADGB	0.018349339	NA
S100A11	0.018351972	0.993939864
AMZ2	0.018399143	0.993939864
CFTR	0.018457394	0.997753628
ACTR1B	0.018471159	0.993939864
PEG3	0.018501772	0.99493579
SRP72	0.018502695	0.990185738
ADC	0.018550888	NA
ADAMTS10	0.018606218	0.997283303
ME1	0.01860714	0.996724515
PLLP	0.018644183	0.997753628
SLC6A15	0.01866015	0.997753628
COPS2	0.018670052	0.991054926
GAS2L1	0.018674366	0.995129029
ACVR2A	0.018721681	0.996225795
GCC1	0.018747939	0.992252164
TMEM233	0.018775699	NA
DEXI	0.018777031	0.994200856
RWDD2B	0.018802417	0.994200856
LYSMD1	0.018815045	0.995175163
RAN	0.018874168	0.990185738
TNFAIP8L1	0.018888505	0.995377942
KIF26A	0.018907321	0.996385072
NEU3	0.018913649	0.995327945
ADCK4	0.018937739	0.993939864
GJC2	0.018938019	0.997753628
SEC14L4	0.018965213	0.996860361
RNF103-CHMP3	0.018987071	0.997753628
ZNF670	0.018992123	0.997753628
ARGLU1	0.018992997	0.990723572
TTYH2	0.018994259	0.997283303
RBM10	0.018998789	0.992252164
TIGD6	0.01900686	0.994979649
SCN4A	0.019016902	0.997753628
CCRL2	0.019019341	0.997753628
APPL1	0.019026911	0.992252164
BNC2	0.019027087	0.997283303
PSAP	0.019066154	0.994200856
IKZF5	0.019088	0.992252164
MYO1C	0.019099727	0.992252164
LDHB	0.019127039	0.997090326
PARP4	0.019198236	0.994200856
TADA3	0.01920149	0.993939864
GOLGA4	0.019219469	0.992252164
IER5	0.019227449	0.996685977
EARS2	0.01924889	0.992252164
PARP10	0.01926118	0.995270364
PLEKHG6	0.019268584	0.992252164
TSFM	0.019314555	0.993939864
P2RY13	0.019386516	0.997090326
CDH4	0.019387961	NA
CCNF	0.019399429	0.995327945
RALY	0.019416007	0.992252164
PRPF40A	0.019425563	0.988465464
SEC31A	0.019497825	0.986212744
PWP2	0.019511688	0.993939864
TYW1B	0.019522158	0.997283303
TVP23A	0.019526831	0.997741634
HELLS	0.019537113	0.994939893
GTF2F2	0.019548115	0.993939864
SPPL2B	0.019598365	0.994200856
RPL7	0.019598831	0.990723572
VN1R2	0.019621884	0.997753628
PGBD4	0.019631179	0.996225795
MAGIX	0.019657186	0.997753628
TCF25	0.019658395	0.992039349
KCNA5	0.019754083	0.997753628
CNBP	0.019755214	0.988465464
SETD3	0.01978877	0.992252164
EPB41L3	0.019796472	0.994200856
ZNF33B	0.019826551	0.993939864
PITPNM2	0.019852252	0.996724515
VPS52	0.019860565	0.988465464
ZFP64	0.019872434	0.994200856
KCNH8	0.019888697	NA
SUPV3L1	0.019889565	0.994200856
HINFP	0.01992368	0.994200856
WDR88	0.020027384	NA
ANXA7	0.02004238	0.98893217
YTHDC2	0.020131705	0.992252164
GRB2	0.020141219	0.990423485
FAM19A3	0.020163718	NA
GRIN3B	0.020163718	NA
KPNA1	0.020173477	0.987626442
TUBGCP6	0.020176172	0.993939864
CLK1	0.020198407	0.990185738
RAB14	0.020212888	0.990185738
FAM46A	0.02022178	0.994200856
MRAP2	0.020226848	NA
NOB1	0.020246494	0.993939864
CCDC155	0.020246661	NA
HCN4	0.020246661	NA
DMRT1	0.020246661	NA
CSF3	0.020246661	NA
ZFR	0.020248411	0.988465464
SLC37A4	0.020273731	0.993939864
TDRD3	0.02033014	0.992252164
FBXL20	0.020373923	0.988465464
SNRPC	0.020375932	0.993939864
CORO1B	0.020385922	0.99175595
GPR161	0.02042728	0.99493579
CDIPT	0.020428101	0.992252164
NDUFA12	0.020428378	0.992252164
SIGLEC15	0.020430161	NA
DOLK	0.02043383	0.994200856
ACIN1	0.020478682	0.982689595
C21orf58	0.020499608	0.995377942
ANAPC7	0.020530702	0.990723572
LRRC37B	0.020565271	0.994200856
JAK1	0.020632724	0.993939864
ARL14EPL	0.020719412	0.997753628
TSSK1B	0.020759887	NA
FAM134C	0.020795755	0.987327801
RBM3	0.020802431	0.993939864
PRRC2C	0.020813249	0.987327801
B9D1	0.02084717	0.997741634
TSG101	0.020854583	0.990185738
TLCD2	0.020856807	0.994200856
JRK	0.020880747	0.992252164
TRIM21	0.020889663	0.994200856
DUSP9	0.020902459	0.993939864
ARID4B	0.020938563	0.991974702
SNRPF	0.020968861	0.995129029
PCDHGB6	0.021005592	0.995129029
KCTD17	0.021041493	0.995129029
TTC33	0.021056519	0.993939864
MKRN3	0.021077911	0.996860361
CENPN	0.021093479	0.993939864
SPON1	0.02112219	0.997741634
CLIP1	0.021135283	0.992252164
TBCB	0.02115034	0.993939864
SEPP1	0.021155704	0.994200856
DENND4C	0.021179178	0.992252164
PPP1R11	0.021187793	0.993953011
PSMA7	0.021291876	0.992252164
POLR1D	0.021297208	0.992252164
ZNF77	0.021313164	0.995129029
CANT1	0.021359941	0.992252164
TMEM185B	0.021390361	0.99076702
SKP1	0.021426402	0.989023541
STAG2	0.021449995	0.987327801
APAF1	0.02145633	0.993939864
TRIO	0.021478988	0.993939864
SRI	0.021496073	0.993939864
OVGP1	0.021576845	0.995270364
TRIM13	0.02161755	0.990185738
RAB11B	0.021648555	0.995129029
DSG1	0.021660022	NA
RRAGB	0.021674184	0.993939864
SPATA24	0.021747866	NA
TMEM222	0.021748665	0.990723572
VIL1	0.021751815	NA
ERLEC1	0.021767593	0.992252164
KPNB1	0.021786359	0.985237759
ZSWIM7	0.021793442	0.994607349
KRT18	0.021838969	0.993939864
NOTCH3	0.021839723	0.996225795
HOXA7	0.021847314	NA
NRSN1	0.021850664	0.995129029
ZNF225	0.021851851	0.994607349
MRPL43	0.021854601	0.992252164
HSPBP1	0.021867819	0.995129029
CD6	0.021880892	NA
PPP4C	0.02188726	0.992252164
RBM26	0.021888875	0.989051065
AGAP6	0.021918158	0.994979649
ADAM17	0.02193046	0.987327801
LIN54	0.021932103	0.990185738
SSH3	0.021949472	0.992252164
MEA1	0.022033016	0.994200856
CLEC4G	0.022049192	NA
TCERG1L	0.022074117	NA
KIF27	0.022078777	0.994200856
THEMIS2	0.02208053	0.995129029
HMGN1	0.022082254	0.986212744
TFCP2	0.022112229	0.987925958
STH	0.022162051	NA
GRIN2A	0.022172511	NA
AKR1A1	0.02220805	0.98893217
HNRNPC	0.022218722	0.990185738
TAF6	0.022222546	0.992252164
YWHAB	0.022224218	0.987327801
SNX6	0.022266716	0.988465464
ASGR1	0.022268169	NA
HAUS6	0.022284835	0.991349087
ARMC9	0.022335405	0.994200856
SLC6A14	0.022340814	0.996225795
KARS	0.022352703	0.988465464
AGMAT	0.022362499	0.994200856
COQ7	0.02246999	0.993697598
CDKN1B	0.022508693	0.990723572
ZNF512B	0.022526183	0.98898059
SRPR	0.022548331	0.989023541
TMPRSS13	0.022570864	0.994200856
FKBP15	0.022586696	0.988465464
FAM228B	0.022653471	0.994200856
TBRG1	0.022666515	0.988465464
CCS	0.022745007	0.994200856
NAMPT	0.022762411	0.988465464
FBXO30	0.022803782	0.988465464
BRD2	0.022842848	0.989023541
AXIN1	0.022875126	0.992252164
TPTE	0.022901017	0.997753628
CSTB	0.022913579	0.994200856
HHIP	0.022935246	NA
MCPH1	0.022958156	0.987535118
ARMS2	0.022974242	0.997753628
NCK2	0.022979907	0.993939864
UBL5	0.023011615	0.99224946
USP15	0.023037075	0.987531244
F2	0.023120128	NA
CD3E	0.02317609	NA
LRRC71	0.023186237	NA
RAB21	0.023200495	0.987327801
HTRA2	0.023201956	0.994200856
IRGM	0.023232103	0.997283303
FAM122A	0.023254528	0.992252164
C3orf17	0.023256508	0.989074439
PHF20	0.023275772	0.990185738
NACA2	0.023363407	NA
ISCA2	0.023383548	0.993939864
FXR1	0.023404004	0.987327801
L3MBTL2	0.023437774	0.990723572
SLC27A6	0.023480127	0.995129029
DNAJC14	0.02348413	0.989023541
ANKRD12	0.023521896	0.987327801
RABGAP1L	0.023553504	0.992252164
SOCS7	0.023564194	0.990185738
ANKRD50	0.023572947	0.994200856
PPP1R26	0.02359032	0.994200856
COX8A	0.023600363	0.989074439
MYOM1	0.023631661	0.995235399
VPS33A	0.023642405	0.990723572
ACYP2	0.023669915	0.995129029
LIMS1	0.023709681	0.994200856
DNAJC7	0.023723479	0.986212744
ANAPC4	0.023746559	0.994979649
RAD54B	0.023864755	0.995129029
DOCK7	0.023869906	0.982689595
UTP14C	0.02388029	0.992252164
TMEM52B	0.023892976	0.994607349
ZNF616	0.023909902	0.994200856
ADAMTSL4	0.023943292	0.993939864
NIPSNAP3A	0.023965307	0.993939864
KCNT2	0.024026517	0.997090326
TCN2	0.024077693	0.994979649
UNC5C	0.024078991	0.994979649
MCM2	0.024089092	0.992252164
LDOC1L	0.024090916	0.993939864
THUMPD2	0.024112977	0.993939864
CERS2	0.024140758	0.985237759
UBE2Q1	0.024180367	0.987327801
OGDH	0.024221788	0.990723572
GTF2F1	0.02423781	0.989074439
DNAJC25	0.02429946	0.993939864
DSPP	0.024316661	NA
SIT1	0.024316661	NA
PIAS1	0.024354515	0.993939864
LDHA	0.024363485	0.989074439
ESR1	0.024364594	0.997283303
PLEKHF1	0.024372923	0.994979649
SLFNL1	0.02441715	NA
ZC3H12D	0.024422549	0.993939864
ZUFSP	0.024425949	0.993939864
NDUFB5	0.024437226	0.991800244
NECAP1	0.024477118	0.992252164
COPS6	0.024510902	0.990185738
B3GAT3	0.024529507	0.993939864
CLCC1	0.024536636	0.991054926
HSDL2	0.02455106	0.993277474
WDR41	0.024570825	0.993939864
FRMD8	0.024587808	0.992252164
DHX57	0.024615063	0.993939864
PUM1	0.02463824	0.978077408
AMIGO2	0.024676592	0.996860361
RASAL2	0.02469316	0.991974702
GIT1	0.024716236	0.992252164
OR2A7	0.024753782	NA
FEM1A	0.024754037	0.993939864
MSL3	0.02478152	0.989522452
GAREM	0.02484302	0.994607349
MRPS25	0.024902508	0.98893217
CCDC168	0.024930639	0.997283303
SMG9	0.024938528	0.990723572
DMPK	0.024980067	0.993939864
FBXO18	0.025042547	0.984743657
NR5A1	0.02505446	NA
FAM8A1	0.025060802	0.989023541
DLG2	0.025066386	0.995533856
SLK	0.025112826	0.988465464
ECHDC2	0.025116411	0.993939864
IFI16	0.025123147	0.988293001
SRGAP2	0.025193094	0.988465464
FAM122C	0.025262543	0.993939864
TNFRSF9	0.025312295	0.994200856
BCAS1	0.025319429	0.995129029
SYN2	0.02532691	0.994200856
GDNF	0.025339829	0.997283303
OSBPL6	0.025389147	0.996724515
POLR3C	0.025410388	0.98879245
C6orf136	0.02543316	0.994200856
TMEM66	0.025467574	0.990723572
DDB2	0.025616446	0.994200856
PRPF4B	0.025635412	0.980482123
POP4	0.025680472	0.990723572
CXCL13	0.025828263	NA
PAIP1	0.025885408	0.985237759
RELA	0.025900283	0.988730232
KANSL1	0.025921317	0.988931268
BMP2K	0.025950704	0.990185738
HLCS	0.025958679	0.993939864
MRPS12	0.025991945	0.994200856
BRD1	0.025993348	0.989023541
DRG2	0.026002884	0.98893217
C14orf166	0.026007941	0.991349087
PHF5A	0.026020219	0.992252164
DDX6	0.02603294	0.981265496
PHF3	0.026053473	0.979433638
LRRC41	0.026066019	0.980848361
PBRM1	0.02609631	0.984678582
MPP2	0.026149362	0.994200856
EHMT1	0.026179835	0.984432531
CASP14	0.026203209	0.996225795
CAPN7	0.026234355	0.984153221
METTL16	0.026263721	0.988465464
TARBP1	0.026338176	0.992252164
FGF8	0.026384404	NA
PAFAH1B1	0.026395502	0.984091547
HEG1	0.026406093	0.99444792
PEF1	0.026441799	0.988931268
ARID1B	0.026458089	0.984432531
IRAK1	0.02646345	0.989023541
GGPS1	0.026465913	0.987925958
HSF2BP	0.026488851	0.996645704
PLAA	0.026515922	0.986212744
APOL6	0.026582731	0.988465464
RPL11	0.026594366	0.990723572
SP3	0.026603479	0.985237759
TMEM101	0.026738827	0.988465464
PPAP2B	0.026741579	0.990185738
TMBIM6	0.026774448	0.986212744
LRP5	0.026800213	0.993939864
SLC30A9	0.026806821	0.989522452
NFATC2	0.026902282	0.990723572
ADAM29	0.026902942	NA
STK19	0.026961293	0.993939864
LRRC24	0.027015647	0.996225795
RGS16	0.027025436	0.995533856
SHMT2	0.027091526	0.990723572
COL14A1	0.027100622	0.995129029
C1orf43	0.02710802	0.987327801
PHYH	0.027110139	0.993939864
ACLY	0.027121526	0.990185738
CLDN7	0.027131381	0.994979649
FMNL1	0.027133321	0.994979649
SLC1A5	0.027216754	0.994200856
UBE2A	0.027248875	0.993939864
AP1G1	0.027268234	0.976010083
NIN	0.027285409	0.993939864
ZNF165	0.027316902	0.99493579
ATG4A	0.027339305	0.992252164
ENY2	0.027378646	0.987327801
CTSS	0.027383435	0.988465464
CHMP1A	0.027394723	0.986212744
FBXO7	0.027428843	0.985237759
CLDN12	0.027470865	0.993267447
ACTL10	0.027521838	NA
POU5F2	0.027538875	0.994200856
MTX1	0.027543429	0.990723572
